genome	k	S_alg	algorithm	camel_DS	d	M_alg	kmer_count	l	o	z	r	tigs_ns	tigs_cl	tigs_xz_bytes	S_xz_bytes	M_xz_bytes	enc1_xz_bytes	enc2_xz_bytes	camel_mem_bytes	camel_real_s	camel_usr_s	camel_sys_s	pref0	pref
spneumoniae	5	pseudosimplitigsAC	loc-greedy	AC	1	runs	512	524	520	4	1	na	na	na	308	76	384	312	8464000	0.12	0.09	0	spneumoniae.S_pseudosimplitigsAC.k_5.d_1	spneumoniae.S_pseudosimplitigsAC.k_5.d_1.M_runs
spneumoniae	5	pseudosimplitigsAC	loc-greedy	AC	1	zeros	512	524	512	12	3	na	na	na	308	80	388	320	8464000	0.12	0.09	0	spneumoniae.S_pseudosimplitigsAC.k_5.d_1	spneumoniae.S_pseudosimplitigsAC.k_5.d_1.M_zeros
spneumoniae	5	pseudosimplitigsAC	loc-greedy	AC	2	default	512	524	512	12	3	na	na	na	308	80	388	320	8424000	0.13	0.09	0	spneumoniae.S_pseudosimplitigsAC.k_5.d_2	spneumoniae.S_pseudosimplitigsAC.k_5.d_2.M_default
spneumoniae	5	pseudosimplitigsAC	loc-greedy	AC	2	ones	512	524	520	4	1	na	na	na	308	76	384	312	8424000	0.13	0.09	0	spneumoniae.S_pseudosimplitigsAC.k_5.d_2	spneumoniae.S_pseudosimplitigsAC.k_5.d_2.M_ones
spneumoniae	5	pseudosimplitigsAC	loc-greedy	AC	2	runs	512	524	520	4	1	na	na	na	308	76	384	312	8424000	0.13	0.09	0	spneumoniae.S_pseudosimplitigsAC.k_5.d_2	spneumoniae.S_pseudosimplitigsAC.k_5.d_2.M_runs
spneumoniae	5	pseudosimplitigsAC	loc-greedy	AC	2	zeros	512	524	512	12	3	na	na	na	308	80	388	320	8424000	0.13	0.09	0	spneumoniae.S_pseudosimplitigsAC.k_5.d_2	spneumoniae.S_pseudosimplitigsAC.k_5.d_2.M_zeros
spneumoniae	5	pseudosimplitigsAC	loc-greedy	AC	3	default	512	524	512	12	3	na	na	na	308	80	388	320	8464000	0.14	0.11	0	spneumoniae.S_pseudosimplitigsAC.k_5.d_3	spneumoniae.S_pseudosimplitigsAC.k_5.d_3.M_default
spneumoniae	5	pseudosimplitigsAC	loc-greedy	AC	3	ones	512	524	520	4	1	na	na	na	308	76	384	312	8464000	0.14	0.11	0	spneumoniae.S_pseudosimplitigsAC.k_5.d_3	spneumoniae.S_pseudosimplitigsAC.k_5.d_3.M_ones
spneumoniae	5	pseudosimplitigsAC	loc-greedy	AC	3	runs	512	524	520	4	1	na	na	na	308	76	384	312	8464000	0.14	0.11	0	spneumoniae.S_pseudosimplitigsAC.k_5.d_3	spneumoniae.S_pseudosimplitigsAC.k_5.d_3.M_runs
spneumoniae	5	pseudosimplitigsAC	loc-greedy	AC	3	zeros	512	524	512	12	3	na	na	na	308	80	388	320	8464000	0.14	0.11	0	spneumoniae.S_pseudosimplitigsAC.k_5.d_3	spneumoniae.S_pseudosimplitigsAC.k_5.d_3.M_zeros
spneumoniae	5	pseudosimplitigsAC	loc-greedy	AC	4	default	512	522	512	10	3	na	na	na	308	80	388	320	8464000	0.13	0.09	0	spneumoniae.S_pseudosimplitigsAC.k_5.d_4	spneumoniae.S_pseudosimplitigsAC.k_5.d_4.M_default
spneumoniae	5	pseudosimplitigsAC	loc-greedy	AC	4	ones	512	522	518	4	1	na	na	na	308	76	384	312	8464000	0.13	0.09	0	spneumoniae.S_pseudosimplitigsAC.k_5.d_4	spneumoniae.S_pseudosimplitigsAC.k_5.d_4.M_ones
spneumoniae	5	pseudosimplitigsAC	loc-greedy	AC	4	runs	512	522	518	4	1	na	na	na	308	76	384	312	8464000	0.13	0.09	0	spneumoniae.S_pseudosimplitigsAC.k_5.d_4	spneumoniae.S_pseudosimplitigsAC.k_5.d_4.M_runs
spneumoniae	5	pseudosimplitigsAC	loc-greedy	AC	4	zeros	512	522	512	10	4	na	na	na	308	84	392	316	8464000	0.13	0.09	0	spneumoniae.S_pseudosimplitigsAC.k_5.d_4	spneumoniae.S_pseudosimplitigsAC.k_5.d_4.M_zeros
spneumoniae	5	pseudosimplitigsAC	loc-greedy	AC	5	default	512	522	512	10	3	na	na	na	308	80	388	320	8436000	0.17	0.14	0	spneumoniae.S_pseudosimplitigsAC.k_5.d_5	spneumoniae.S_pseudosimplitigsAC.k_5.d_5.M_default
spneumoniae	5	pseudosimplitigsAC	loc-greedy	AC	5	ones	512	522	518	4	1	na	na	na	308	76	384	312	8436000	0.17	0.14	0	spneumoniae.S_pseudosimplitigsAC.k_5.d_5	spneumoniae.S_pseudosimplitigsAC.k_5.d_5.M_ones
spneumoniae	5	pseudosimplitigsAC	loc-greedy	AC	5	runs	512	522	518	4	1	na	na	na	308	76	384	312	8436000	0.17	0.14	0	spneumoniae.S_pseudosimplitigsAC.k_5.d_5	spneumoniae.S_pseudosimplitigsAC.k_5.d_5.M_runs
spneumoniae	5	pseudosimplitigsAC	loc-greedy	AC	5	zeros	512	522	512	10	4	na	na	na	308	84	392	316	8436000	0.17	0.14	0	spneumoniae.S_pseudosimplitigsAC.k_5.d_5	spneumoniae.S_pseudosimplitigsAC.k_5.d_5.M_zeros
spneumoniae	5	streaming	streaming	na	na	default	512	1247	512	735	247	na	na	na	540	252	792	736	8144000	0.25	0.22	0	spneumoniae.S_streaming.k_5.d_na	spneumoniae.S_streaming.k_5.d_na.M_default
spneumoniae	5	streaming	streaming	na	na	ones	512	1247	1243	4	1	na	na	na	540	80	620	544	8144000	0.25	0.22	0	spneumoniae.S_streaming.k_5.d_na	spneumoniae.S_streaming.k_5.d_na.M_ones
spneumoniae	5	streaming	streaming	na	na	runs	512	1247	1243	4	1	na	na	na	540	80	620	544	8144000	0.25	0.22	0	spneumoniae.S_streaming.k_5.d_na	spneumoniae.S_streaming.k_5.d_na.M_runs
spneumoniae	5	streaming	streaming	na	na	zeros	512	1247	512	735	207	na	na	na	540	284	824	736	8144000	0.25	0.22	0	spneumoniae.S_streaming.k_5.d_na	spneumoniae.S_streaming.k_5.d_na.M_zeros
spneumoniae	6	greedy	glob-greedy	HT	na	default	2080	2150	2080	70	32	na	na	na	844	160	1004	888	8460000	0.11	0.08	0	spneumoniae.S_greedy.k_6.d_na	spneumoniae.S_greedy.k_6.d_na.M_default
spneumoniae	6	greedy	glob-greedy	HT	na	ones	2080	2150	2145	5	1	na	na	na	844	84	928	848	8460000	0.11	0.08	0	spneumoniae.S_greedy.k_6.d_na	spneumoniae.S_greedy.k_6.d_na.M_ones
spneumoniae	6	greedy	glob-greedy	HT	na	runs	2080	2150	2145	5	1	na	na	na	844	84	928	848	8460000	0.11	0.08	0	spneumoniae.S_greedy.k_6.d_na	spneumoniae.S_greedy.k_6.d_na.M_runs
spneumoniae	6	greedy	glob-greedy	HT	na	zeros	2080	2150	2080	70	53	na	na	na	844	180	1024	896	8460000	0.11	0.08	0	spneumoniae.S_greedy.k_6.d_na	spneumoniae.S_greedy.k_6.d_na.M_zeros
spneumoniae	6	greedyAC	glob-greedy	AC	na	default	2080	2146	2080	66	30	na	na	na	840	156	996	880	8464000	0.16	0.13	0	spneumoniae.S_greedyAC.k_6.d_na	spneumoniae.S_greedyAC.k_6.d_na.M_default
spneumoniae	6	greedyAC	glob-greedy	AC	na	ones	2080	2146	2141	5	1	na	na	na	840	84	924	844	8464000	0.16	0.13	0	spneumoniae.S_greedyAC.k_6.d_na	spneumoniae.S_greedyAC.k_6.d_na.M_ones
spneumoniae	6	greedyAC	glob-greedy	AC	na	runs	2080	2146	2141	5	1	na	na	na	840	84	924	844	8464000	0.16	0.13	0	spneumoniae.S_greedyAC.k_6.d_na	spneumoniae.S_greedyAC.k_6.d_na.M_runs
spneumoniae	6	greedyAC	glob-greedy	AC	na	zeros	2080	2146	2080	66	41	na	na	na	840	160	1000	884	8464000	0.16	0.13	0	spneumoniae.S_greedyAC.k_6.d_na	spneumoniae.S_greedyAC.k_6.d_na.M_zeros
spneumoniae	6	pseudosimplitigs	loc-greedy	HT	1	default	2080	2285	2080	205	41	na	na	na	660	140	800	744	8424000	0.13	0.09	0	spneumoniae.S_pseudosimplitigs.k_6.d_1	spneumoniae.S_pseudosimplitigs.k_6.d_1.M_default
spneumoniae	6	pseudosimplitigs	loc-greedy	HT	1	ones	2080	2285	2280	5	1	na	na	na	660	88	748	664	8424000	0.13	0.09	0	spneumoniae.S_pseudosimplitigs.k_6.d_1	spneumoniae.S_pseudosimplitigs.k_6.d_1.M_ones
spneumoniae	6	pseudosimplitigs	loc-greedy	HT	1	runs	2080	2285	2280	5	1	na	na	na	660	88	748	664	8424000	0.13	0.09	0	spneumoniae.S_pseudosimplitigs.k_6.d_1	spneumoniae.S_pseudosimplitigs.k_6.d_1.M_runs
spneumoniae	6	pseudosimplitigs	loc-greedy	HT	1	zeros	2080	2285	2080	205	62	na	na	na	660	184	844	760	8424000	0.13	0.09	0	spneumoniae.S_pseudosimplitigs.k_6.d_1	spneumoniae.S_pseudosimplitigs.k_6.d_1.M_zeros
spneumoniae	6	pseudosimplitigs	loc-greedy	HT	2	default	2080	2259	2080	179	75	na	na	na	672	192	864	752	8464000	0.19	0.15	0	spneumoniae.S_pseudosimplitigs.k_6.d_2	spneumoniae.S_pseudosimplitigs.k_6.d_2.M_default
spneumoniae	6	pseudosimplitigs	loc-greedy	HT	2	ones	2080	2259	2254	5	1	na	na	na	672	88	760	676	8464000	0.19	0.15	0	spneumoniae.S_pseudosimplitigs.k_6.d_2	spneumoniae.S_pseudosimplitigs.k_6.d_2.M_ones
spneumoniae	6	pseudosimplitigs	loc-greedy	HT	2	runs	2080	2259	2254	5	1	na	na	na	672	88	760	676	8464000	0.19	0.15	0	spneumoniae.S_pseudosimplitigs.k_6.d_2	spneumoniae.S_pseudosimplitigs.k_6.d_2.M_runs
spneumoniae	6	pseudosimplitigs	loc-greedy	HT	2	zeros	2080	2259	2080	179	77	na	na	na	672	196	868	756	8464000	0.19	0.15	0	spneumoniae.S_pseudosimplitigs.k_6.d_2	spneumoniae.S_pseudosimplitigs.k_6.d_2.M_zeros
spneumoniae	6	pseudosimplitigs	loc-greedy	HT	3	default	2080	2297	2080	217	140	na	na	na	672	244	916	808	8424000	0.18	0.15	0	spneumoniae.S_pseudosimplitigs.k_6.d_3	spneumoniae.S_pseudosimplitigs.k_6.d_3.M_default
spneumoniae	6	pseudosimplitigs	loc-greedy	HT	3	ones	2080	2297	2292	5	1	na	na	na	672	88	760	680	8424000	0.18	0.15	0	spneumoniae.S_pseudosimplitigs.k_6.d_3	spneumoniae.S_pseudosimplitigs.k_6.d_3.M_ones
spneumoniae	6	pseudosimplitigs	loc-greedy	HT	3	runs	2080	2297	2292	5	1	na	na	na	672	88	760	680	8424000	0.18	0.15	0	spneumoniae.S_pseudosimplitigs.k_6.d_3	spneumoniae.S_pseudosimplitigs.k_6.d_3.M_runs
spneumoniae	6	pseudosimplitigs	loc-greedy	HT	3	zeros	2080	2297	2080	217	144	na	na	na	672	252	924	816	8424000	0.18	0.15	0	spneumoniae.S_pseudosimplitigs.k_6.d_3	spneumoniae.S_pseudosimplitigs.k_6.d_3.M_zeros
spneumoniae	6	pseudosimplitigs	loc-greedy	HT	4	default	2080	2286	2080	206	142	na	na	na	668	248	916	796	8436000	0.17	0.13	0	spneumoniae.S_pseudosimplitigs.k_6.d_4	spneumoniae.S_pseudosimplitigs.k_6.d_4.M_default
spneumoniae	6	pseudosimplitigs	loc-greedy	HT	4	ones	2080	2286	2281	5	1	na	na	na	668	88	756	672	8436000	0.17	0.13	0	spneumoniae.S_pseudosimplitigs.k_6.d_4	spneumoniae.S_pseudosimplitigs.k_6.d_4.M_ones
spneumoniae	6	pseudosimplitigs	loc-greedy	HT	4	runs	2080	2286	2281	5	1	na	na	na	668	88	756	672	8436000	0.17	0.13	0	spneumoniae.S_pseudosimplitigs.k_6.d_4	spneumoniae.S_pseudosimplitigs.k_6.d_4.M_runs
spneumoniae	6	pseudosimplitigs	loc-greedy	HT	4	zeros	2080	2286	2080	206	146	na	na	na	668	252	920	804	8436000	0.17	0.13	0	spneumoniae.S_pseudosimplitigs.k_6.d_4	spneumoniae.S_pseudosimplitigs.k_6.d_4.M_zeros
spneumoniae	6	pseudosimplitigs	loc-greedy	HT	5	default	2080	2283	2080	203	142	na	na	na	664	248	912	796	7360000	0.18	0.14	0	spneumoniae.S_pseudosimplitigs.k_6.d_5	spneumoniae.S_pseudosimplitigs.k_6.d_5.M_default
spneumoniae	6	pseudosimplitigs	loc-greedy	HT	5	ones	2080	2283	2278	5	1	na	na	na	664	88	752	668	7360000	0.18	0.14	0	spneumoniae.S_pseudosimplitigs.k_6.d_5	spneumoniae.S_pseudosimplitigs.k_6.d_5.M_ones
spneumoniae	6	pseudosimplitigs	loc-greedy	HT	5	runs	2080	2283	2278	5	1	na	na	na	664	88	752	668	7360000	0.18	0.14	0	spneumoniae.S_pseudosimplitigs.k_6.d_5	spneumoniae.S_pseudosimplitigs.k_6.d_5.M_runs
spneumoniae	6	pseudosimplitigs	loc-greedy	HT	5	zeros	2080	2283	2080	203	149	na	na	na	664	256	920	808	7360000	0.18	0.14	0	spneumoniae.S_pseudosimplitigs.k_6.d_5	spneumoniae.S_pseudosimplitigs.k_6.d_5.M_zeros
spneumoniae	6	pseudosimplitigsAC	loc-greedy	AC	1	default	2080	2240	2080	160	32	na	na	na	872	120	992	928	8464000	0.13	0.09	0	spneumoniae.S_pseudosimplitigsAC.k_6.d_1	spneumoniae.S_pseudosimplitigsAC.k_6.d_1.M_default
spneumoniae	6	pseudosimplitigsAC	loc-greedy	AC	1	ones	2080	2240	2235	5	1	na	na	na	872	88	960	876	8464000	0.13	0.09	0	spneumoniae.S_pseudosimplitigsAC.k_6.d_1	spneumoniae.S_pseudosimplitigsAC.k_6.d_1.M_ones
spneumoniae	6	pseudosimplitigsAC	loc-greedy	AC	1	runs	2080	2240	2235	5	1	na	na	na	872	88	960	876	8464000	0.13	0.09	0	spneumoniae.S_pseudosimplitigsAC.k_6.d_1	spneumoniae.S_pseudosimplitigsAC.k_6.d_1.M_runs
spneumoniae	6	pseudosimplitigsAC	loc-greedy	AC	1	zeros	2080	2240	2080	160	37	na	na	na	872	132	1004	940	8464000	0.13	0.09	0	spneumoniae.S_pseudosimplitigsAC.k_6.d_1	spneumoniae.S_pseudosimplitigsAC.k_6.d_1.M_zeros
spneumoniae	6	pseudosimplitigsAC	loc-greedy	AC	2	default	2080	2205	2080	125	49	na	na	na	876	152	1028	944	8476000	0.14	0.11	0	spneumoniae.S_pseudosimplitigsAC.k_6.d_2	spneumoniae.S_pseudosimplitigsAC.k_6.d_2.M_default
spneumoniae	6	pseudosimplitigsAC	loc-greedy	AC	2	ones	2080	2205	2200	5	1	na	na	na	876	84	960	876	8476000	0.14	0.11	0	spneumoniae.S_pseudosimplitigsAC.k_6.d_2	spneumoniae.S_pseudosimplitigsAC.k_6.d_2.M_ones
spneumoniae	6	pseudosimplitigsAC	loc-greedy	AC	2	runs	2080	2205	2200	5	1	na	na	na	876	84	960	876	8476000	0.14	0.11	0	spneumoniae.S_pseudosimplitigsAC.k_6.d_2	spneumoniae.S_pseudosimplitigsAC.k_6.d_2.M_runs
spneumoniae	6	pseudosimplitigsAC	loc-greedy	AC	2	zeros	2080	2205	2080	125	50	na	na	na	876	156	1032	928	8476000	0.14	0.11	0	spneumoniae.S_pseudosimplitigsAC.k_6.d_2	spneumoniae.S_pseudosimplitigsAC.k_6.d_2.M_zeros
spneumoniae	6	pseudosimplitigsAC	loc-greedy	AC	3	default	2080	2184	2080	104	56	na	na	na	868	164	1032	932	8464000	0.14	0.11	0	spneumoniae.S_pseudosimplitigsAC.k_6.d_3	spneumoniae.S_pseudosimplitigsAC.k_6.d_3.M_default
spneumoniae	6	pseudosimplitigsAC	loc-greedy	AC	3	ones	2080	2184	2179	5	1	na	na	na	868	84	952	872	8464000	0.14	0.11	0	spneumoniae.S_pseudosimplitigsAC.k_6.d_3	spneumoniae.S_pseudosimplitigsAC.k_6.d_3.M_ones
spneumoniae	6	pseudosimplitigsAC	loc-greedy	AC	3	runs	2080	2184	2179	5	1	na	na	na	868	84	952	872	8464000	0.14	0.11	0	spneumoniae.S_pseudosimplitigsAC.k_6.d_3	spneumoniae.S_pseudosimplitigsAC.k_6.d_3.M_runs
spneumoniae	6	pseudosimplitigsAC	loc-greedy	AC	3	zeros	2080	2184	2080	104	55	na	na	na	868	160	1028	916	8464000	0.14	0.11	0	spneumoniae.S_pseudosimplitigsAC.k_6.d_3	spneumoniae.S_pseudosimplitigsAC.k_6.d_3.M_zeros
spneumoniae	6	pseudosimplitigsAC	loc-greedy	AC	4	default	2080	2187	2080	107	59	na	na	na	868	160	1028	932	8424000	0.13	0.09	0.01	spneumoniae.S_pseudosimplitigsAC.k_6.d_4	spneumoniae.S_pseudosimplitigsAC.k_6.d_4.M_default
spneumoniae	6	pseudosimplitigsAC	loc-greedy	AC	4	ones	2080	2187	2182	5	1	na	na	na	868	84	952	872	8424000	0.13	0.09	0.01	spneumoniae.S_pseudosimplitigsAC.k_6.d_4	spneumoniae.S_pseudosimplitigsAC.k_6.d_4.M_ones
spneumoniae	6	pseudosimplitigsAC	loc-greedy	AC	4	runs	2080	2187	2182	5	1	na	na	na	868	84	952	872	8424000	0.13	0.09	0.01	spneumoniae.S_pseudosimplitigsAC.k_6.d_4	spneumoniae.S_pseudosimplitigsAC.k_6.d_4.M_runs
spneumoniae	6	pseudosimplitigsAC	loc-greedy	AC	4	zeros	2080	2187	2080	107	58	na	na	na	868	160	1028	916	8424000	0.13	0.09	0.01	spneumoniae.S_pseudosimplitigsAC.k_6.d_4	spneumoniae.S_pseudosimplitigsAC.k_6.d_4.M_zeros
spneumoniae	6	pseudosimplitigsAC	loc-greedy	AC	5	default	2080	2190	2080	110	60	na	na	na	868	164	1032	932	8476000	0.18	0.14	0	spneumoniae.S_pseudosimplitigsAC.k_6.d_5	spneumoniae.S_pseudosimplitigsAC.k_6.d_5.M_default
spneumoniae	6	pseudosimplitigsAC	loc-greedy	AC	5	ones	2080	2190	2185	5	1	na	na	na	868	84	952	872	8476000	0.18	0.14	0	spneumoniae.S_pseudosimplitigsAC.k_6.d_5	spneumoniae.S_pseudosimplitigsAC.k_6.d_5.M_ones
spneumoniae	6	pseudosimplitigsAC	loc-greedy	AC	5	runs	2080	2190	2185	5	1	na	na	na	868	84	952	872	8476000	0.18	0.14	0	spneumoniae.S_pseudosimplitigsAC.k_6.d_5	spneumoniae.S_pseudosimplitigsAC.k_6.d_5.M_runs
spneumoniae	6	pseudosimplitigsAC	loc-greedy	AC	5	zeros	2080	2190	2080	110	59	na	na	na	868	160	1028	916	8476000	0.18	0.14	0	spneumoniae.S_pseudosimplitigsAC.k_6.d_5	spneumoniae.S_pseudosimplitigsAC.k_6.d_5.M_zeros
spneumoniae	6	streaming	streaming	na	na	default	2080	5598	2080	3518	953	na	na	na	1836	692	2528	2576	8124000	0.27	0.23	0	spneumoniae.S_streaming.k_6.d_na	spneumoniae.S_streaming.k_6.d_na.M_default
spneumoniae	6	streaming	streaming	na	na	ones	2080	5598	5593	5	1	na	na	na	1836	100	1936	1840	8124000	0.27	0.23	0	spneumoniae.S_streaming.k_6.d_na	spneumoniae.S_streaming.k_6.d_na.M_ones
spneumoniae	6	streaming	streaming	na	na	runs	2080	5598	5593	5	1	na	na	na	1836	100	1936	1840	8124000	0.27	0.23	0	spneumoniae.S_streaming.k_6.d_na	spneumoniae.S_streaming.k_6.d_na.M_runs
spneumoniae	6	streaming	streaming	na	na	zeros	2080	5598	2080	3518	861	na	na	na	1836	856	2692	2512	8124000	0.27	0.23	0	spneumoniae.S_streaming.k_6.d_na	spneumoniae.S_streaming.k_6.d_na.M_zeros
spneumoniae	7	greedy	glob-greedy	HT	na	default	8192	8219	8192	27	6	na	na	na	2616	124	2740	2632	8724000	0.16	0.12	0	spneumoniae.S_greedy.k_7.d_na	spneumoniae.S_greedy.k_7.d_na.M_default
spneumoniae	7	greedy	glob-greedy	HT	na	ones	8192	8219	8213	6	1	na	na	na	2616	108	2724	2620	8724000	0.16	0.12	0	spneumoniae.S_greedy.k_7.d_na	spneumoniae.S_greedy.k_7.d_na.M_ones
spneumoniae	7	greedy	glob-greedy	HT	na	runs	8192	8219	8213	6	1	na	na	na	2616	108	2724	2620	8724000	0.16	0.12	0	spneumoniae.S_greedy.k_7.d_na	spneumoniae.S_greedy.k_7.d_na.M_runs
spneumoniae	7	greedy	glob-greedy	HT	na	zeros	8192	8219	8192	27	17	na	na	na	2616	160	2776	2632	8724000	0.16	0.12	0	spneumoniae.S_greedy.k_7.d_na	spneumoniae.S_greedy.k_7.d_na.M_zeros
spneumoniae	7	greedyAC	glob-greedy	AC	na	default	8192	8204	8192	12	2	na	na	na	2616	112	2728	2620	13304000	0.18	0.15	0	spneumoniae.S_greedyAC.k_7.d_na	spneumoniae.S_greedyAC.k_7.d_na.M_default
spneumoniae	7	greedyAC	glob-greedy	AC	na	ones	8192	8204	8198	6	1	na	na	na	2616	108	2724	2620	13304000	0.18	0.15	0	spneumoniae.S_greedyAC.k_7.d_na	spneumoniae.S_greedyAC.k_7.d_na.M_ones
spneumoniae	7	greedyAC	glob-greedy	AC	na	runs	8192	8204	8198	6	1	na	na	na	2616	108	2724	2620	13304000	0.18	0.15	0	spneumoniae.S_greedyAC.k_7.d_na	spneumoniae.S_greedyAC.k_7.d_na.M_runs
spneumoniae	7	greedyAC	glob-greedy	AC	na	zeros	8192	8204	8192	12	5	na	na	na	2616	120	2736	2620	13304000	0.18	0.15	0	spneumoniae.S_greedyAC.k_7.d_na	spneumoniae.S_greedyAC.k_7.d_na.M_zeros
spneumoniae	7	pseudosimplitigs	loc-greedy	HT	1	default	8192	8612	8192	420	70	na	na	na	1724	204	1928	1816	8424000	0.19	0.16	0	spneumoniae.S_pseudosimplitigs.k_7.d_1	spneumoniae.S_pseudosimplitigs.k_7.d_1.M_default
spneumoniae	7	pseudosimplitigs	loc-greedy	HT	1	ones	8192	8612	8606	6	1	na	na	na	1724	108	1832	1732	8424000	0.19	0.16	0	spneumoniae.S_pseudosimplitigs.k_7.d_1	spneumoniae.S_pseudosimplitigs.k_7.d_1.M_ones
spneumoniae	7	pseudosimplitigs	loc-greedy	HT	1	runs	8192	8612	8606	6	1	na	na	na	1724	108	1832	1732	8424000	0.19	0.16	0	spneumoniae.S_pseudosimplitigs.k_7.d_1	spneumoniae.S_pseudosimplitigs.k_7.d_1.M_runs
spneumoniae	7	pseudosimplitigs	loc-greedy	HT	1	zeros	8192	8612	8192	420	115	na	na	na	1724	320	2044	1904	8424000	0.19	0.16	0	spneumoniae.S_pseudosimplitigs.k_7.d_1	spneumoniae.S_pseudosimplitigs.k_7.d_1.M_zeros
spneumoniae	7	pseudosimplitigs	loc-greedy	HT	2	default	8192	8495	8192	303	158	na	na	na	1728	308	2036	1892	8436000	0.17	0.14	0	spneumoniae.S_pseudosimplitigs.k_7.d_2	spneumoniae.S_pseudosimplitigs.k_7.d_2.M_default
spneumoniae	7	pseudosimplitigs	loc-greedy	HT	2	ones	8192	8495	8489	6	1	na	na	na	1728	108	1836	1736	8436000	0.17	0.14	0	spneumoniae.S_pseudosimplitigs.k_7.d_2	spneumoniae.S_pseudosimplitigs.k_7.d_2.M_ones
spneumoniae	7	pseudosimplitigs	loc-greedy	HT	2	runs	8192	8495	8489	6	1	na	na	na	1728	108	1836	1736	8436000	0.17	0.14	0	spneumoniae.S_pseudosimplitigs.k_7.d_2	spneumoniae.S_pseudosimplitigs.k_7.d_2.M_runs
spneumoniae	7	pseudosimplitigs	loc-greedy	HT	2	zeros	8192	8495	8192	303	145	na	na	na	1728	328	2056	1900	8436000	0.17	0.14	0	spneumoniae.S_pseudosimplitigs.k_7.d_2	spneumoniae.S_pseudosimplitigs.k_7.d_2.M_zeros
spneumoniae	7	pseudosimplitigs	loc-greedy	HT	3	default	8192	8511	8192	319	226	na	na	na	1684	388	2072	1880	8464000	0.21	0.18	0	spneumoniae.S_pseudosimplitigs.k_7.d_3	spneumoniae.S_pseudosimplitigs.k_7.d_3.M_default
spneumoniae	7	pseudosimplitigs	loc-greedy	HT	3	ones	8192	8511	8505	6	1	na	na	na	1684	108	1792	1692	8464000	0.21	0.18	0	spneumoniae.S_pseudosimplitigs.k_7.d_3	spneumoniae.S_pseudosimplitigs.k_7.d_3.M_ones
spneumoniae	7	pseudosimplitigs	loc-greedy	HT	3	runs	8192	8511	8505	6	1	na	na	na	1684	108	1792	1692	8464000	0.21	0.18	0	spneumoniae.S_pseudosimplitigs.k_7.d_3	spneumoniae.S_pseudosimplitigs.k_7.d_3.M_runs
spneumoniae	7	pseudosimplitigs	loc-greedy	HT	3	zeros	8192	8511	8192	319	197	na	na	na	1684	412	2096	1884	8464000	0.21	0.18	0	spneumoniae.S_pseudosimplitigs.k_7.d_3	spneumoniae.S_pseudosimplitigs.k_7.d_3.M_zeros
spneumoniae	7	pseudosimplitigs	loc-greedy	HT	4	default	8192	8490	8192	298	222	na	na	na	1716	384	2100	1872	8424000	0.22	0.19	0	spneumoniae.S_pseudosimplitigs.k_7.d_4	spneumoniae.S_pseudosimplitigs.k_7.d_4.M_default
spneumoniae	7	pseudosimplitigs	loc-greedy	HT	4	ones	8192	8490	8484	6	1	na	na	na	1716	108	1824	1724	8424000	0.22	0.19	0	spneumoniae.S_pseudosimplitigs.k_7.d_4	spneumoniae.S_pseudosimplitigs.k_7.d_4.M_ones
spneumoniae	7	pseudosimplitigs	loc-greedy	HT	4	runs	8192	8490	8484	6	1	na	na	na	1716	108	1824	1724	8424000	0.22	0.19	0	spneumoniae.S_pseudosimplitigs.k_7.d_4	spneumoniae.S_pseudosimplitigs.k_7.d_4.M_runs
spneumoniae	7	pseudosimplitigs	loc-greedy	HT	4	zeros	8192	8490	8192	298	195	na	na	na	1716	416	2132	1896	8424000	0.22	0.19	0	spneumoniae.S_pseudosimplitigs.k_7.d_4	spneumoniae.S_pseudosimplitigs.k_7.d_4.M_zeros
spneumoniae	7	pseudosimplitigs	loc-greedy	HT	5	default	8192	8481	8192	289	221	na	na	na	1712	388	2100	1860	8424000	0.23	0.19	0	spneumoniae.S_pseudosimplitigs.k_7.d_5	spneumoniae.S_pseudosimplitigs.k_7.d_5.M_default
spneumoniae	7	pseudosimplitigs	loc-greedy	HT	5	ones	8192	8481	8475	6	1	na	na	na	1712	108	1820	1720	8424000	0.23	0.19	0	spneumoniae.S_pseudosimplitigs.k_7.d_5	spneumoniae.S_pseudosimplitigs.k_7.d_5.M_ones
spneumoniae	7	pseudosimplitigs	loc-greedy	HT	5	runs	8192	8481	8475	6	1	na	na	na	1712	108	1820	1720	8424000	0.23	0.19	0	spneumoniae.S_pseudosimplitigs.k_7.d_5	spneumoniae.S_pseudosimplitigs.k_7.d_5.M_runs
spneumoniae	7	pseudosimplitigs	loc-greedy	HT	5	zeros	8192	8481	8192	289	194	na	na	na	1712	416	2128	1888	8424000	0.23	0.19	0	spneumoniae.S_pseudosimplitigs.k_7.d_5	spneumoniae.S_pseudosimplitigs.k_7.d_5.M_zeros
spneumoniae	7	pseudosimplitigsAC	loc-greedy	AC	1	default	8192	8204	8192	12	2	na	na	na	2628	112	2740	2640	18320000	0.22	0.19	0	spneumoniae.S_pseudosimplitigsAC.k_7.d_1	spneumoniae.S_pseudosimplitigsAC.k_7.d_1.M_default
spneumoniae	7	pseudosimplitigsAC	loc-greedy	AC	1	ones	8192	8204	8198	6	1	na	na	na	2628	108	2736	2632	18320000	0.22	0.19	0	spneumoniae.S_pseudosimplitigsAC.k_7.d_1	spneumoniae.S_pseudosimplitigsAC.k_7.d_1.M_ones
