genome	S_alg	k	d	M_alg	kmer_count	l	o	z	r	S_xz_bytes	M_xz_bytes	enc1_xz_bytes	enc2_xz_bytes	pref
sars-cov-2-pangenome	pseudosimplitigsAC	13	5	runs	3588325	5255773	3985929	1269844	449529	1358100	400416	1758516	1767844	sars-cov-2-pangenome.S_pseudosimplitigsAC.k_13.d_5.M_runs
sars-cov-2-pangenome	pseudosimplitigsAC	13	5	zeros	3588325	5255773	3588325	1667448	613887	1358100	433192	1791292	1818352	sars-cov-2-pangenome.S_pseudosimplitigsAC.k_13.d_5.M_zeros
sars-cov-2-pangenome	streaming	13	na	default	3588325	8320323	3588325	4731998	589659	2013956	528388	2542344	2678880	sars-cov-2-pangenome.S_streaming.k_13.d_na.M_default
sars-cov-2-pangenome	streaming	13	na	ones	3588325	8320323	5735061	2585262	656550	2013956	674680	2688636	2746040	sars-cov-2-pangenome.S_streaming.k_13.d_na.M_ones
sars-cov-2-pangenome	streaming	13	na	runs	3588325	8320323	5075928	3244395	324066	2013956	446000	2459956	2504984	sars-cov-2-pangenome.S_streaming.k_13.d_na.M_runs
sars-cov-2-pangenome	streaming	13	na	zeros	3588325	8320323	3588325	4731998	777323	2013956	743400	2757356	2905044	sars-cov-2-pangenome.S_streaming.k_13.d_na.M_zeros
sars-cov-2-pangenome	greedy	14	na	default	4299043	5417258	4299043	1118215	329906	1347104	407032	1754136	1748300	sars-cov-2-pangenome.S_greedy.k_14.d_na.M_default
sars-cov-2-pangenome	greedy	14	na	ones	4299043	5417258	4607564	809694	273588	1347104	358144	1705248	1671220	sars-cov-2-pangenome.S_greedy.k_14.d_na.M_ones
sars-cov-2-pangenome	greedy	14	na	runs	4299043	5417258	4567067	850191	244895	1347104	339624	1686728	1652448	sars-cov-2-pangenome.S_greedy.k_14.d_na.M_runs
sars-cov-2-pangenome	greedy	14	na	zeros	4299043	5417258	4299043	1118215	398124	1347104	441116	1788220	1788124	sars-cov-2-pangenome.S_greedy.k_14.d_na.M_zeros
sars-cov-2-pangenome	greedyAC	14	na	default	4299043	5417257	4299043	1118214	329906	1350532	408324	1758856	1752100	sars-cov-2-pangenome.S_greedyAC.k_14.d_na.M_default
sars-cov-2-pangenome	greedyAC	14	na	ones	4299043	5417257	4609112	808145	273338	1350532	358808	1709340	1675372	sars-cov-2-pangenome.S_greedyAC.k_14.d_na.M_ones
sars-cov-2-pangenome	greedyAC	14	na	runs	4299043	5417257	4568868	848389	244827	1350532	340660	1691192	1656668	sars-cov-2-pangenome.S_greedyAC.k_14.d_na.M_runs
sars-cov-2-pangenome	greedyAC	14	na	zeros	4299043	5417257	4299043	1118214	398506	1350532	442496	1793028	1791828	sars-cov-2-pangenome.S_greedyAC.k_14.d_na.M_zeros
sars-cov-2-pangenome	pseudosimplitigs	14	1	default	4299043	8587782	4299043	4288739	329903	2147204	283248	2430452	2581132	sars-cov-2-pangenome.S_pseudosimplitigs.k_14.d_1.M_default
sars-cov-2-pangenome	pseudosimplitigs	14	1	ones	4299043	8587782	5086087	3501695	560863	2147204	598140	2745344	2807492	sars-cov-2-pangenome.S_pseudosimplitigs.k_14.d_1.M_ones
sars-cov-2-pangenome	pseudosimplitigs	14	1	runs	4299043	8587782	4710488	3877294	325885	2147204	401528	2548732	2603304	sars-cov-2-pangenome.S_pseudosimplitigs.k_14.d_1.M_runs
sars-cov-2-pangenome	pseudosimplitigs	14	1	zeros	4299043	8587782	4299043	4288739	441344	2147204	466628	2613832	2718544	sars-cov-2-pangenome.S_pseudosimplitigs.k_14.d_1.M_zeros
sars-cov-2-pangenome	pseudosimplitigs	14	2	default	4299043	7359694	4299043	3060651	404775	1841352	368116	2209468	2308052	sars-cov-2-pangenome.S_pseudosimplitigs.k_14.d_2.M_default
sars-cov-2-pangenome	pseudosimplitigs	14	2	ones	4299043	7359694	4839290	2520404	450319	1841352	490328	2331680	2361300	sars-cov-2-pangenome.S_pseudosimplitigs.k_14.d_2.M_ones
sars-cov-2-pangenome	pseudosimplitigs	14	2	runs	4299043	7359694	4630076	2729618	315280	1841352	379980	2221332	2251088	sars-cov-2-pangenome.S_pseudosimplitigs.k_14.d_2.M_runs
sars-cov-2-pangenome	pseudosimplitigs	14	2	zeros	4299043	7359694	4299043	3060651	437622	1841352	418196	2259548	2344788	sars-cov-2-pangenome.S_pseudosimplitigs.k_14.d_2.M_zeros
sars-cov-2-pangenome	pseudosimplitigs	14	3	default	4299043	6872317	4299043	2573274	485436	1720168	424588	2144756	2225856	sars-cov-2-pangenome.S_pseudosimplitigs.k_14.d_3.M_default
sars-cov-2-pangenome	pseudosimplitigs	14	3	ones	4299043	6872317	4772943	2099374	451983	1720168	473304	2193472	2215032	sars-cov-2-pangenome.S_pseudosimplitigs.k_14.d_3.M_ones
sars-cov-2-pangenome	pseudosimplitigs	14	3	runs	4299043	6872317	4641700	2230617	365378	1720168	406936	2127104	2152564	sars-cov-2-pangenome.S_pseudosimplitigs.k_14.d_3.M_runs
sars-cov-2-pangenome	pseudosimplitigs	14	3	zeros	4299043	6872317	4299043	2573274	492896	1720168	436668	2156836	2233980	sars-cov-2-pangenome.S_pseudosimplitigs.k_14.d_3.M_zeros
sars-cov-2-pangenome	pseudosimplitigs	14	4	default	4299043	6677330	4299043	2378287	564891	1667188	473972	2141160	2213584	sars-cov-2-pangenome.S_pseudosimplitigs.k_14.d_4.M_default
sars-cov-2-pangenome	pseudosimplitigs	14	4	ones	4299043	6677330	4765279	1912051	497258	1667188	491508	2158696	2180016	sars-cov-2-pangenome.S_pseudosimplitigs.k_14.d_4.M_ones
sars-cov-2-pangenome	pseudosimplitigs	14	4	runs	4299043	6677330	4669812	2007518	432236	1667188	444644	2111832	2141880	sars-cov-2-pangenome.S_pseudosimplitigs.k_14.d_4.M_runs
sars-cov-2-pangenome	pseudosimplitigs	14	4	zeros	4299043	6677330	4299043	2378287	566219	1667188	476868	2144056	2215544	sars-cov-2-pangenome.S_pseudosimplitigs.k_14.d_4.M_zeros
sars-cov-2-pangenome	pseudosimplitigs	14	5	default	4299043	6561073	4299043	2262030	621350	1632444	510856	2143300	2198464	sars-cov-2-pangenome.S_pseudosimplitigs.k_14.d_5.M_default
sars-cov-2-pangenome	pseudosimplitigs	14	5	ones	4299043	6561073	4768352	1792721	538642	1632444	507436	2139880	2160116	sars-cov-2-pangenome.S_pseudosimplitigs.k_14.d_5.M_ones
sars-cov-2-pangenome	pseudosimplitigs	14	5	runs	4299043	6561073	4688295	1872778	482380	1632444	473504	2105948	2132348	sars-cov-2-pangenome.S_pseudosimplitigs.k_14.d_5.M_runs
sars-cov-2-pangenome	pseudosimplitigs	14	5	zeros	4299043	6561073	4299043	2262030	621509	1632444	511140	2143584	2199440	sars-cov-2-pangenome.S_pseudosimplitigs.k_14.d_5.M_zeros
sars-cov-2-pangenome	pseudosimplitigsAC	14	1	default	4299043	8587808	4299043	4288765	329905	2149456	278904	2428360	2585752	sars-cov-2-pangenome.S_pseudosimplitigsAC.k_14.d_1.M_default
sars-cov-2-pangenome	pseudosimplitigsAC	14	1	ones	4299043	8587808	5082880	3504928	560632	2149456	594300	2743756	2807820	sars-cov-2-pangenome.S_pseudosimplitigsAC.k_14.d_1.M_ones
sars-cov-2-pangenome	pseudosimplitigsAC	14	1	runs	4299043	8587808	4706699	3881109	325528	2149456	398180	2547636	2607748	sars-cov-2-pangenome.S_pseudosimplitigsAC.k_14.d_1.M_runs
sars-cov-2-pangenome	pseudosimplitigsAC	14	1	zeros	4299043	8587808	4299043	4288765	444369	2149456	465960	2615416	2722188	sars-cov-2-pangenome.S_pseudosimplitigsAC.k_14.d_1.M_zeros
sars-cov-2-pangenome	pseudosimplitigsAC	14	2	default	4299043	7349537	4299043	3050494	403630	1842984	362956	2205940	2308812	sars-cov-2-pangenome.S_pseudosimplitigsAC.k_14.d_2.M_default
sars-cov-2-pangenome	pseudosimplitigsAC	14	2	ones	4299043	7349537	4841310	2508227	447650	1842984	485732	2328716	2359132	sars-cov-2-pangenome.S_pseudosimplitigsAC.k_14.d_2.M_ones
sars-cov-2-pangenome	pseudosimplitigsAC	14	2	runs	4299043	7349537	4632297	2717240	313837	1842984	376152	2219136	2251652	sars-cov-2-pangenome.S_pseudosimplitigsAC.k_14.d_2.M_runs
sars-cov-2-pangenome	pseudosimplitigsAC	14	2	zeros	4299043	7349537	4299043	3050494	436513	1842984	413636	2256620	2345284	sars-cov-2-pangenome.S_pseudosimplitigsAC.k_14.d_2.M_zeros
sars-cov-2-pangenome	pseudosimplitigsAC	14	3	default	4299043	6861382	4299043	2562339	481854	1720852	417804	2138656	2225228	sars-cov-2-pangenome.S_pseudosimplitigsAC.k_14.d_3.M_default
sars-cov-2-pangenome	pseudosimplitigsAC	14	3	ones	4299043	6861382	4772956	2088426	448930	1720852	467904	2188756	2214912	sars-cov-2-pangenome.S_pseudosimplitigsAC.k_14.d_3.M_ones
sars-cov-2-pangenome	pseudosimplitigsAC	14	3	runs	4299043	6861382	4641740	2219642	362421	1720852	401748	2122600	2152680	sars-cov-2-pangenome.S_pseudosimplitigsAC.k_14.d_3.M_runs
sars-cov-2-pangenome	pseudosimplitigsAC	14	3	zeros	4299043	6861382	4299043	2562339	489500	1720852	429992	2150844	2233328	sars-cov-2-pangenome.S_pseudosimplitigsAC.k_14.d_3.M_zeros
sars-cov-2-pangenome	pseudosimplitigsAC	14	4	default	4299043	6659372	4299043	2360329	558933	1667704	466320	2134024	2210140	sars-cov-2-pangenome.S_pseudosimplitigsAC.k_14.d_4.M_default
sars-cov-2-pangenome	pseudosimplitigsAC	14	4	ones	4299043	6659372	4763993	1895379	493247	1667704	485444	2153148	2179668	sars-cov-2-pangenome.S_pseudosimplitigsAC.k_14.d_4.M_ones
sars-cov-2-pangenome	pseudosimplitigsAC	14	4	runs	4299043	6659372	4668367	1991005	428300	1667704	439108	2106812	2141608	sars-cov-2-pangenome.S_pseudosimplitigsAC.k_14.d_4.M_runs
sars-cov-2-pangenome	pseudosimplitigsAC	14	4	zeros	4299043	6659372	4299043	2360329	560255	1667704	469296	2137000	2212356	sars-cov-2-pangenome.S_pseudosimplitigsAC.k_14.d_4.M_zeros
sars-cov-2-pangenome	pseudosimplitigsAC	14	5	default	4299043	6533395	4299043	2234352	613829	1631648	501832	2133480	2194052	sars-cov-2-pangenome.S_pseudosimplitigsAC.k_14.d_5.M_default
sars-cov-2-pangenome	pseudosimplitigsAC	14	5	ones	4299043	6533395	4762483	1770912	533054	1631648	500760	2132408	2157220	sars-cov-2-pangenome.S_pseudosimplitigsAC.k_14.d_5.M_ones
sars-cov-2-pangenome	pseudosimplitigsAC	14	5	runs	4299043	6533395	4684180	1849215	478133	1631648	467344	2098992	2130128	sars-cov-2-pangenome.S_pseudosimplitigsAC.k_14.d_5.M_runs
sars-cov-2-pangenome	pseudosimplitigsAC	14	5	zeros	4299043	6533395	4299043	2234352	614426	1631648	503528	2135176	2194712	sars-cov-2-pangenome.S_pseudosimplitigsAC.k_14.d_5.M_zeros
sars-cov-2-pangenome	streaming	14	na	default	4299043	9311478	4299043	5012435	497618	2161088	485584	2646672	2754452	sars-cov-2-pangenome.S_streaming.k_14.d_na.M_default
sars-cov-2-pangenome	streaming	14	na	ones	4299043	9311478	5909434	3402044	561221	2161088	644656	2805744	2872624	sars-cov-2-pangenome.S_streaming.k_14.d_na.M_ones
sars-cov-2-pangenome	streaming	14	na	runs	4299043	9311478	5493182	3818296	334968	2161088	449732	2610820	2672568	sars-cov-2-pangenome.S_streaming.k_14.d_na.M_runs
sars-cov-2-pangenome	streaming	14	na	zeros	4299043	9311478	4299043	5012435	631796	2161088	685308	2846396	2986712	sars-cov-2-pangenome.S_streaming.k_14.d_na.M_zeros
sars-cov-2-pangenome	greedy	15	na	default	4816455	6079972	4816455	1263517	307922	1439776	415056	1854832	1840676	sars-cov-2-pangenome.S_greedy.k_15.d_na.M_default
sars-cov-2-pangenome	greedy	15	na	ones	4816455	6079972	5108011	971961	269696	1439776	377748	1817524	1770712	sars-cov-2-pangenome.S_greedy.k_15.d_na.M_ones
sars-cov-2-pangenome	greedy	15	na	runs	4816455	6079972	5073467	1006505	245676	1439776	358992	1798768	1753508	sars-cov-2-pangenome.S_greedy.k_15.d_na.M_runs
sars-cov-2-pangenome	greedy	15	na	zeros	4816455	6079972	4816455	1263517	368205	1439776	450624	1890400	1882240	sars-cov-2-pangenome.S_greedy.k_15.d_na.M_zeros
sars-cov-2-pangenome	greedyAC	15	na	default	4816455	6079957	4816455	1263502	307923	1442264	416344	1858608	1842512	sars-cov-2-pangenome.S_greedyAC.k_15.d_na.M_default
sars-cov-2-pangenome	greedyAC	15	na	ones	4816455	6079957	5109495	970462	269443	1442264	377972	1820236	1772216	sars-cov-2-pangenome.S_greedyAC.k_15.d_na.M_ones
sars-cov-2-pangenome	greedyAC	15	na	runs	4816455	6079957	5075479	1004478	245737	1442264	360152	1802416	1755152	sars-cov-2-pangenome.S_greedyAC.k_15.d_na.M_runs
sars-cov-2-pangenome	greedyAC	15	na	zeros	4816455	6079957	4816455	1263502	369013	1442264	451344	1893608	1885716	sars-cov-2-pangenome.S_greedyAC.k_15.d_na.M_zeros
sars-cov-2-pangenome	pseudosimplitigs	15	1	default	4816455	9127335	4816455	4310880	307920	2179872	288632	2468504	2601656	sars-cov-2-pangenome.S_pseudosimplitigs.k_15.d_1.M_default
sars-cov-2-pangenome	pseudosimplitigs	15	1	ones	4816455	9127335	5390868	3736467	454885	2179872	532676	2712548	2776312	sars-cov-2-pangenome.S_pseudosimplitigs.k_15.d_1.M_ones
sars-cov-2-pangenome	pseudosimplitigs	15	1	runs	4816455	9127335	5162130	3965205	306016	2179872	386772	2566644	2631916	sars-cov-2-pangenome.S_pseudosimplitigs.k_15.d_1.M_runs
sars-cov-2-pangenome	pseudosimplitigs	15	1	zeros	4816455	9127335	4816455	4310880	383076	2179872	427396	2607268	2707700	sars-cov-2-pangenome.S_pseudosimplitigs.k_15.d_1.M_zeros
sars-cov-2-pangenome	pseudosimplitigs	15	2	default	4816455	8098524	4816455	3282069	353000	1931212	352276	2283488	2376628	sars-cov-2-pangenome.S_pseudosimplitigs.k_15.d_2.M_default
sars-cov-2-pangenome	pseudosimplitigs	15	2	ones	4816455	8098524	5224080	2874444	379704	1931212	457768	2388980	2420396	sars-cov-2-pangenome.S_pseudosimplitigs.k_15.d_2.M_ones
sars-cov-2-pangenome	pseudosimplitigs	15	2	runs	4816455	8098524	5095030	3003494	293987	1931212	370996	2302208	2339128	sars-cov-2-pangenome.S_pseudosimplitigs.k_15.d_2.M_runs
sars-cov-2-pangenome	pseudosimplitigs	15	2	zeros	4816455	8098524	4816455	3282069	376365	1931212	394732	2325944	2407948	sars-cov-2-pangenome.S_pseudosimplitigs.k_15.d_2.M_zeros
sars-cov-2-pangenome	pseudosimplitigs	15	3	default	4816455	7634791	4816455	2818336	405174	1818108	406896	2225004	2300844	sars-cov-2-pangenome.S_pseudosimplitigs.k_15.d_3.M_default
sars-cov-2-pangenome	pseudosimplitigs	15	3	ones	4816455	7634791	5193703	2441088	374633	1818108	445692	2263800	2286688	sars-cov-2-pangenome.S_pseudosimplitigs.k_15.d_3.M_ones
sars-cov-2-pangenome	pseudosimplitigs	15	3	runs	4816455	7634791	5111750	2523041	319200	1818108	394832	2212940	2238092	sars-cov-2-pangenome.S_pseudosimplitigs.k_15.d_3.M_runs
sars-cov-2-pangenome	pseudosimplitigs	15	3	zeros	4816455	7634791	4816455	2818336	411841	1818108	418040	2236148	2308952	sars-cov-2-pangenome.S_pseudosimplitigs.k_15.d_3.M_zeros
sars-cov-2-pangenome	pseudosimplitigs	15	4	default	4816455	7493050	4816455	2676595	472212	1785760	459224	2244984	2322960	sars-cov-2-pangenome.S_pseudosimplitigs.k_15.d_4.M_default
sars-cov-2-pangenome	pseudosimplitigs	15	4	ones	4816455	7493050	5220424	2272626	416993	1785760	472156	2257916	2284940	sars-cov-2-pangenome.S_pseudosimplitigs.k_15.d_4.M_ones
sars-cov-2-pangenome	pseudosimplitigs	15	4	runs	4816455	7493050	5154064	2338986	371468	1785760	436248	2222008	2249560	sars-cov-2-pangenome.S_pseudosimplitigs.k_15.d_4.M_runs
sars-cov-2-pangenome	pseudosimplitigs	15	4	zeros	4816455	7493050	4816455	2676595	473897	1785760	461944	2247704	2324860	sars-cov-2-pangenome.S_pseudosimplitigs.k_15.d_4.M_zeros
sars-cov-2-pangenome	pseudosimplitigs	15	5	default	4816455	7479581	4816455	2663126	547597	1781260	508480	2289740	2373964	sars-cov-2-pangenome.S_pseudosimplitigs.k_15.d_5.M_default
sars-cov-2-pangenome	pseudosimplitigs	15	5	ones	4816455	7479581	5250706	2228875	481277	1781260	512212	2293472	2330800	sars-cov-2-pangenome.S_pseudosimplitigs.k_15.d_5.M_ones
sars-cov-2-pangenome	pseudosimplitigs	15	5	runs	4816455	7479581	5188819	2290762	438302	1781260	481580	2262840	2301832	sars-cov-2-pangenome.S_pseudosimplitigs.k_15.d_5.M_runs
sars-cov-2-pangenome	pseudosimplitigs	15	5	zeros	4816455	7479581	4816455	2663126	547943	1781260	509332	2290592	2374552	sars-cov-2-pangenome.S_pseudosimplitigs.k_15.d_5.M_zeros
sars-cov-2-pangenome	pseudosimplitigsAC	15	1	default	4816455	9127335	4816455	4310880	307920	2181820	284920	2466740	2599928	sars-cov-2-pangenome.S_pseudosimplitigsAC.k_15.d_1.M_default
sars-cov-2-pangenome	pseudosimplitigsAC	15	1	ones	4816455	9127335	5390459	3736876	454952	2181820	529144	2710964	2775416	sars-cov-2-pangenome.S_pseudosimplitigsAC.k_15.d_1.M_ones
sars-cov-2-pangenome	pseudosimplitigsAC	15	1	runs	4816455	9127335	5160346	3966989	305756	2181820	383496	2565316	2631632	sars-cov-2-pangenome.S_pseudosimplitigsAC.k_15.d_1.M_runs
sars-cov-2-pangenome	pseudosimplitigsAC	15	1	zeros	4816455	9127335	4816455	4310880	386558	2181820	427200	2609020	2710652	sars-cov-2-pangenome.S_pseudosimplitigsAC.k_15.d_1.M_zeros
sars-cov-2-pangenome	pseudosimplitigsAC	15	2	default	4816455	8095224	4816455	3278769	352911	1934684	348820	2283504	2375872	sars-cov-2-pangenome.S_pseudosimplitigsAC.k_15.d_2.M_default
sars-cov-2-pangenome	pseudosimplitigsAC	15	2	ones	4816455	8095224	5225353	2869871	379278	1934684	454780	2389464	2418836	sars-cov-2-pangenome.S_pseudosimplitigsAC.k_15.d_2.M_ones
sars-cov-2-pangenome	pseudosimplitigsAC	15	2	runs	4816455	8095224	5096618	2998606	294023	1934684	368840	2303524	2338572	sars-cov-2-pangenome.S_pseudosimplitigsAC.k_15.d_2.M_runs
sars-cov-2-pangenome	pseudosimplitigsAC	15	2	zeros	4816455	8095224	4816455	3278769	376812	1934684	392612	2327296	2407592	sars-cov-2-pangenome.S_pseudosimplitigsAC.k_15.d_2.M_zeros
sars-cov-2-pangenome	pseudosimplitigsAC	15	3	default	4816455	7632165	4816455	2815710	403546	1821608	402336	2223944	2300384	sars-cov-2-pangenome.S_pseudosimplitigsAC.k_15.d_3.M_default
sars-cov-2-pangenome	pseudosimplitigsAC	15	3	ones	4816455	7632165	5193833	2438332	374416	1821608	442188	2263796	2286552	sars-cov-2-pangenome.S_pseudosimplitigsAC.k_15.d_3.M_ones
sars-cov-2-pangenome	pseudosimplitigsAC	15	3	runs	4816455	7632165	5111621	2520544	318943	1821608	391676	2213284	2237976	sars-cov-2-pangenome.S_pseudosimplitigsAC.k_15.d_3.M_runs
sars-cov-2-pangenome	pseudosimplitigsAC	15	3	zeros	4816455	7632165	4816455	2815710	410200	1821608	413416	2235024	2308620	sars-cov-2-pangenome.S_pseudosimplitigsAC.k_15.d_3.M_zeros
sars-cov-2-pangenome	pseudosimplitigsAC	15	4	default	4816455	7481490	4816455	2665035	469301	1784632	453756	2238388	2319156	sars-cov-2-pangenome.S_pseudosimplitigsAC.k_15.d_4.M_default
sars-cov-2-pangenome	pseudosimplitigsAC	15	4	ones	4816455	7481490	5219364	2262126	415151	1784632	468112	2252744	2281448	sars-cov-2-pangenome.S_pseudosimplitigsAC.k_15.d_4.M_ones
sars-cov-2-pangenome	pseudosimplitigsAC	15	4	runs	4816455	7481490	5154117	2327373	370468	1784632	432852	2217484	2247192	sars-cov-2-pangenome.S_pseudosimplitigsAC.k_15.d_4.M_runs
sars-cov-2-pangenome	pseudosimplitigsAC	15	4	zeros	4816455	7481490	4816455	2665035	470944	1784632	456648	2241280	2320832	sars-cov-2-pangenome.S_pseudosimplitigsAC.k_15.d_4.M_zeros
sars-cov-2-pangenome	pseudosimplitigsAC	15	5	default	4816455	7459249	4816455	2642794	542928	1777352	502048	2279400	2368860	sars-cov-2-pangenome.S_pseudosimplitigsAC.k_15.d_5.M_default
sars-cov-2-pangenome	pseudosimplitigsAC	15	5	ones	4816455	7459249	5248353	2210896	478626	1777352	506900	2284252	2325300	sars-cov-2-pangenome.S_pseudosimplitigsAC.k_15.d_5.M_ones
sars-cov-2-pangenome	pseudosimplitigsAC	15	5	runs	4816455	7459249	5186918	2272331	435861	1777352	476328	2253680	2296588	sars-cov-2-pangenome.S_pseudosimplitigsAC.k_15.d_5.M_runs
sars-cov-2-pangenome	pseudosimplitigsAC	15	5	zeros	4816455	7459249	4816455	2642794	543311	1777352	502816	2280168	2369212	sars-cov-2-pangenome.S_pseudosimplitigsAC.k_15.d_5.M_zeros
sars-cov-2-pangenome	streaming	15	na	default	4816455	10164567	4816455	5348112	447013	2251892	455108	2707000	2799224	sars-cov-2-pangenome.S_streaming.k_15.d_na.M_default
sars-cov-2-pangenome	streaming	15	na	ones	4816455	10164567	6298686	3865881	480115	2251892	601992	2853884	2919376	sars-cov-2-pangenome.S_streaming.k_15.d_na.M_ones
sars-cov-2-pangenome	streaming	15	na	runs	4816455	10164567	5980056	4184511	326923	2251892	452496	2704388	2776668	sars-cov-2-pangenome.S_streaming.k_15.d_na.M_runs
sars-cov-2-pangenome	streaming	15	na	zeros	4816455	10164567	4816455	5348112	532000	2251892	630588	2882480	3003264	sars-cov-2-pangenome.S_streaming.k_15.d_na.M_zeros
sars-cov-2-pangenome	greedy	16	na	default	5252541	6668375	5252541	1415834	300666	1502104	426652	1928756	1914240	sars-cov-2-pangenome.S_greedy.k_16.d_na.M_default
sars-cov-2-pangenome	greedy	16	na	ones	5252541	6668375	5555603	1112772	265663	1502104	390608	1892712	1841056	sars-cov-2-pangenome.S_greedy.k_16.d_na.M_ones
sars-cov-2-pangenome	greedy	16	na	runs	5252541	6668375	5525983	1142392	245469	1502104	372920	1875024	1825824	sars-cov-2-pangenome.S_greedy.k_16.d_na.M_runs
sars-cov-2-pangenome	greedy	16	na	zeros	5252541	6668375	5252541	1415834	358187	1502104	463032	1965136	1958444	sars-cov-2-pangenome.S_greedy.k_16.d_na.M_zeros
sars-cov-2-pangenome	greedyAC	16	na	default	5252541	6668355	5252541	1415814	300665	1503984	427536	1931520	1917624	sars-cov-2-pangenome.S_greedyAC.k_16.d_na.M_default
sars-cov-2-pangenome	greedyAC	16	na	ones	5252541	6668355	5556712	1111643	265470	1503984	391332	1895316	1842992	sars-cov-2-pangenome.S_greedyAC.k_16.d_na.M_ones
sars-cov-2-pangenome	greedyAC	16	na	runs	5252541	6668355	5527525	1140830	245467	1503984	373808	1877792	1827776	sars-cov-2-pangenome.S_greedyAC.k_16.d_na.M_runs
sars-cov-2-pangenome	greedyAC	16	na	zeros	5252541	6668355	5252541	1415814	358271	1503984	463984	1967968	1961168	sars-cov-2-pangenome.S_greedyAC.k_16.d_na.M_zeros
sars-cov-2-pangenome	pseudosimplitigs	16	1	default	5252541	9762501	5252541	4509960	300664	2212408	296628	2509036	2638100	sars-cov-2-pangenome.S_pseudosimplitigs.k_16.d_1.M_default
sars-cov-2-pangenome	pseudosimplitigs	16	1	ones	5252541	9762501	5750052	4012449	414161	2212408	505772	2718180	2789644	sars-cov-2-pangenome.S_pseudosimplitigs.k_16.d_1.M_ones
sars-cov-2-pangenome	pseudosimplitigs	16	1	runs	5252541	9762501	5574019	4188482	299352	2212408	386256	2598664	2674280	sars-cov-2-pangenome.S_pseudosimplitigs.k_16.d_1.M_runs
sars-cov-2-pangenome	pseudosimplitigs	16	1	zeros	5252541	9762501	5252541	4509960	359529	2212408	411944	2624352	2729116	sars-cov-2-pangenome.S_pseudosimplitigs.k_16.d_1.M_zeros
sars-cov-2-pangenome	pseudosimplitigs	16	2	default	5252541	8799474	5252541	3546933	333877	1988448	347780	2336228	2434116	sars-cov-2-pangenome.S_pseudosimplitigs.k_16.d_2.M_default
sars-cov-2-pangenome	pseudosimplitigs	16	2	ones	5252541	8799474	5607231	3192243	351024	1988448	443724	2432172	2473144	sars-cov-2-pangenome.S_pseudosimplitigs.k_16.d_2.M_ones
sars-cov-2-pangenome	pseudosimplitigs	16	2	runs	5252541	8799474	5511840	3287634	287550	1988448	371848	2360296	2409716	sars-cov-2-pangenome.S_pseudosimplitigs.k_16.d_2.M_runs
sars-cov-2-pangenome	pseudosimplitigs	16	2	zeros	5252541	8799474	5252541	3546933	351664	1988448	384432	2372880	2461012	sars-cov-2-pangenome.S_pseudosimplitigs.k_16.d_2.M_zeros
sars-cov-2-pangenome	pseudosimplitigs	16	3	default	5252541	8302541	5252541	3050000	367352	1870732	392144	2262876	2341080	sars-cov-2-pangenome.S_pseudosimplitigs.k_16.d_3.M_default
sars-cov-2-pangenome	pseudosimplitigs	16	3	ones	5252541	8302541	5587431	2715110	335839	1870732	427760	2298492	2322752	sars-cov-2-pangenome.S_pseudosimplitigs.k_16.d_3.M_ones
sars-cov-2-pangenome	pseudosimplitigs	16	3	runs	5252541	8302541	5528495	2774046	295866	1870732	384148	2254880	2285788	sars-cov-2-pangenome.S_pseudosimplitigs.k_16.d_3.M_runs
sars-cov-2-pangenome	pseudosimplitigs	16	3	zeros	5252541	8302541	5252541	3050000	372132	1870732	401692	2272424	2348324	sars-cov-2-pangenome.S_pseudosimplitigs.k_16.d_3.M_zeros
sars-cov-2-pangenome	pseudosimplitigs	16	4	default	5252541	8133140	5252541	2880599	408889	1832484	437132	2269616	2344844	sars-cov-2-pangenome.S_pseudosimplitigs.k_16.d_4.M_default
sars-cov-2-pangenome	pseudosimplitigs	16	4	ones	5252541	8133140	5618553	2514587	355782	1832484	445624	2278108	2301384	sars-cov-2-pangenome.S_pseudosimplitigs.k_16.d_4.M_ones
sars-cov-2-pangenome	pseudosimplitigs	16	4	runs	5252541	8133140	5570913	2562227	323337	1832484	414956	2247440	2273856	sars-cov-2-pangenome.S_pseudosimplitigs.k_16.d_4.M_runs
sars-cov-2-pangenome	pseudosimplitigs	16	4	zeros	5252541	8133140	5252541	2880599	410362	1832484	439752	2272236	2346996	sars-cov-2-pangenome.S_pseudosimplitigs.k_16.d_4.M_zeros
sars-cov-2-pangenome	pseudosimplitigs	16	5	default	5252541	8144600	5252541	2892059	469372	1838304	488296	2326600	2416176	sars-cov-2-pangenome.S_pseudosimplitigs.k_16.d_5.M_default
sars-cov-2-pangenome	pseudosimplitigs	16	5	ones	5252541	8144600	5665811	2478789	404932	1838304	486988	2325292	2361660	sars-cov-2-pangenome.S_pseudosimplitigs.k_16.d_5.M_ones
sars-cov-2-pangenome	pseudosimplitigs	16	5	runs	5252541	8144600	5619628	2524972	373355	1838304	462088	2300392	2336552	sars-cov-2-pangenome.S_pseudosimplitigs.k_16.d_5.M_runs
sars-cov-2-pangenome	pseudosimplitigs	16	5	zeros	5252541	8144600	5252541	2892059	469749	1838304	489024	2327328	2416752	sars-cov-2-pangenome.S_pseudosimplitigs.k_16.d_5.M_zeros
