pref	genome	S_alg	k	d	M_alg	real(s)	sys(s)	user(s)	percent_CPU	max_RAM(kb)	FS_inputs	FS_outputs	elapsed_time_alt(s)
spneumoniae.S_pseudosimplitigsAC.k_14.d_7.M_default	spneumoniae	pseudosimplitigsAC	14	7	default	0.01	0.00	0.00	80%	4100	0	0	2.099393
spneumoniae.S_pseudosimplitigsAC.k_14.d_7.M_ones	spneumoniae	pseudosimplitigsAC	14	7	ones	12.26	0.24	10.41	86%	388844	0	0	12.269756
spneumoniae.S_pseudosimplitigsAC.k_14.d_7.M_runs	spneumoniae	pseudosimplitigsAC	14	7	runs	15.98	0.17	13.63	86%	240240	32	24	15.9883
spneumoniae.S_pseudosimplitigsAC.k_14.d_7.M_zeros	spneumoniae	pseudosimplitigsAC	14	7	zeros	11.05	0.13	9.23	84%	244416	0	0	11.058596
spneumoniae.S_pseudosimplitigsAC.k_14.d_8.M_default	spneumoniae	pseudosimplitigsAC	14	8	default	0.01	0.00	0.01	89%	4100	0	0	1.886264
spneumoniae.S_pseudosimplitigsAC.k_14.d_8.M_ones	spneumoniae	pseudosimplitigsAC	14	8	ones	8.39	0.19	6.69	82%	388964	0	0	8.396094
spneumoniae.S_pseudosimplitigsAC.k_14.d_8.M_runs	spneumoniae	pseudosimplitigsAC	14	8	runs	17.31	0.28	15.47	91%	240364	32	24	17.315317
spneumoniae.S_pseudosimplitigsAC.k_14.d_8.M_zeros	spneumoniae	pseudosimplitigsAC	14	8	zeros	12.06	0.13	10.07	84%	244140	0	0	12.064514
spneumoniae.S_pseudosimplitigsAC.k_14.d_9.M_default	spneumoniae	pseudosimplitigsAC	14	9	default	0.01	0.00	0.01	84%	4100	0	0	2.073661
spneumoniae.S_pseudosimplitigsAC.k_14.d_9.M_ones	spneumoniae	pseudosimplitigsAC	14	9	ones	10.95	0.24	8.63	81%	388736	0	0	10.959969
spneumoniae.S_pseudosimplitigsAC.k_14.d_9.M_runs	spneumoniae	pseudosimplitigsAC	14	9	runs	18.47	0.24	16.44	90%	240372	32	24	18.478436
spneumoniae.S_pseudosimplitigsAC.k_14.d_9.M_zeros	spneumoniae	pseudosimplitigsAC	14	9	zeros	11.04	0.15	9.44	86%	244108	0	0	11.047477
spneumoniae.S_pseudosimplitigs.k_15.d_1.M_default	spneumoniae	pseudosimplitigs	15	1	default	0.01	0.00	0.01	82%	4092	0	0	1.945276
spneumoniae.S_pseudosimplitigs.k_15.d_1.M_ones	spneumoniae	pseudosimplitigs	15	1	ones	11.80	0.29	9.45	82%	395768	0	0	11.810518
spneumoniae.S_pseudosimplitigs.k_15.d_1.M_runs	spneumoniae	pseudosimplitigs	15	1	runs	17.62	0.18	15.99	91%	240568	40	16	17.630524
spneumoniae.S_pseudosimplitigs.k_15.d_1.M_zeros	spneumoniae	pseudosimplitigs	15	1	zeros	10.97	0.18	8.86	82%	248536	0	0	10.979619
spneumoniae.S_pseudosimplitigs.k_15.d_10.M_default	spneumoniae	pseudosimplitigs	15	10	default	0.01	0.00	0.00	81%	4112	0	0	2.888728
spneumoniae.S_pseudosimplitigs.k_15.d_10.M_ones	spneumoniae	pseudosimplitigs	15	10	ones	11.94	0.37	9.66	84%	387764	0	0	11.94574
spneumoniae.S_pseudosimplitigs.k_15.d_10.M_runs	spneumoniae	pseudosimplitigs	15	10	runs	17.76	0.14	15.55	88%	239848	56	16	17.772721
spneumoniae.S_pseudosimplitigs.k_15.d_10.M_zeros	spneumoniae	pseudosimplitigs	15	10	zeros	11.81	0.16	9.53	82%	241484	0	0	11.819758
spneumoniae.S_pseudosimplitigs.k_15.d_11.M_default	spneumoniae	pseudosimplitigs	15	11	default	0.01	0.00	0.01	82%	4092	0	0	1.876434
spneumoniae.S_pseudosimplitigs.k_15.d_11.M_ones	spneumoniae	pseudosimplitigs	15	11	ones	11.39	0.35	9.10	83%	387756	0	0	11.395204
spneumoniae.S_pseudosimplitigs.k_15.d_11.M_runs	spneumoniae	pseudosimplitigs	15	11	runs	18.84	0.18	16.66	89%	239840	32	16	18.848478
spneumoniae.S_pseudosimplitigs.k_15.d_11.M_zeros	spneumoniae	pseudosimplitigs	15	11	zeros	11.77	0.24	9.63	83%	241532	0	0	11.782917
spneumoniae.S_pseudosimplitigs.k_15.d_12.M_default	spneumoniae	pseudosimplitigs	15	12	default	0.01	0.00	0.01	77%	4088	0	0	1.848698
spneumoniae.S_pseudosimplitigs.k_15.d_12.M_ones	spneumoniae	pseudosimplitigs	15	12	ones	10.24	0.24	8.23	82%	387656	0	0	10.253255
spneumoniae.S_pseudosimplitigs.k_15.d_12.M_runs	spneumoniae	pseudosimplitigs	15	12	runs	16.15	0.15	13.88	86%	239852	32	16	16.153812
spneumoniae.S_pseudosimplitigs.k_15.d_12.M_zeros	spneumoniae	pseudosimplitigs	15	12	zeros	10.49	0.14	8.41	81%	241464	0	0	10.500578
spneumoniae.S_pseudosimplitigs.k_15.d_2.M_default	spneumoniae	pseudosimplitigs	15	2	default	0.01	0.00	0.01	78%	4132	0	0	2.159519
spneumoniae.S_pseudosimplitigs.k_15.d_2.M_ones	spneumoniae	pseudosimplitigs	15	2	ones	13.06	0.22	11.16	87%	387980	0	0	13.07193
spneumoniae.S_pseudosimplitigs.k_15.d_2.M_runs	spneumoniae	pseudosimplitigs	15	2	runs	15.26	0.12	13.30	87%	238908	0	0	15.269488
spneumoniae.S_pseudosimplitigs.k_15.d_2.M_zeros	spneumoniae	pseudosimplitigs	15	2	zeros	12.52	0.12	10.58	85%	241648	0	0	12.525343
spneumoniae.S_pseudosimplitigs.k_15.d_3.M_default	spneumoniae	pseudosimplitigs	15	3	default	0.01	0.00	0.00	83%	4092	0	0	2.157404
spneumoniae.S_pseudosimplitigs.k_15.d_3.M_ones	spneumoniae	pseudosimplitigs	15	3	ones	10.45	0.27	8.49	83%	386148	0	0	10.461197
spneumoniae.S_pseudosimplitigs.k_15.d_3.M_runs	spneumoniae	pseudosimplitigs	15	3	runs	23.06	4.01	16.74	89%	237768	22136	16	23.073245
spneumoniae.S_pseudosimplitigs.k_15.d_3.M_zeros	spneumoniae	pseudosimplitigs	15	3	zeros	11.10	0.25	8.92	82%	239980	1160	0	11.108138
spneumoniae.S_pseudosimplitigs.k_15.d_4.M_default	spneumoniae	pseudosimplitigs	15	4	default	0.01	0.00	0.01	77%	4088	0	0	2.197588
spneumoniae.S_pseudosimplitigs.k_15.d_4.M_ones	spneumoniae	pseudosimplitigs	15	4	ones	12.06	0.23	10.29	87%	386044	0	0	12.073499
spneumoniae.S_pseudosimplitigs.k_15.d_4.M_runs	spneumoniae	pseudosimplitigs	15	4	runs	18.05	0.16	16.01	89%	238656	0	0	18.054758
spneumoniae.S_pseudosimplitigs.k_15.d_4.M_zeros	spneumoniae	pseudosimplitigs	15	4	zeros	11.34	0.27	9.34	84%	239632	0	0	11.346022
spneumoniae.S_pseudosimplitigs.k_15.d_5.M_default	spneumoniae	pseudosimplitigs	15	5	default	0.01	0.00	0.01	83%	4132	0	0	2.135718
spneumoniae.S_pseudosimplitigs.k_15.d_5.M_ones	spneumoniae	pseudosimplitigs	15	5	ones	11.45	0.19	9.21	82%	386232	0	0	11.461296
spneumoniae.S_pseudosimplitigs.k_15.d_5.M_runs	spneumoniae	pseudosimplitigs	15	5	runs	18.16	0.21	15.81	88%	238980	32	16	18.171782
spneumoniae.S_pseudosimplitigs.k_15.d_5.M_zeros	spneumoniae	pseudosimplitigs	15	5	zeros	11.53	0.14	9.43	83%	239844	0	0	11.537252
spneumoniae.S_pseudosimplitigs.k_15.d_6.M_default	spneumoniae	pseudosimplitigs	15	6	default	0.02	0.00	0.01	77%	4084	1792	0	3.25639
spneumoniae.S_pseudosimplitigs.k_15.d_6.M_ones	spneumoniae	pseudosimplitigs	15	6	ones	11.66	0.26	9.84	86%	386636	0	0	11.673147
spneumoniae.S_pseudosimplitigs.k_15.d_6.M_runs	spneumoniae	pseudosimplitigs	15	6	runs	15.04	0.23	13.17	89%	239072	0	0	15.05059
spneumoniae.S_pseudosimplitigs.k_15.d_6.M_zeros	spneumoniae	pseudosimplitigs	15	6	zeros	11.30	0.29	8.95	81%	240392	32	0	11.311968
spneumoniae.S_pseudosimplitigs.k_15.d_7.M_default	spneumoniae	pseudosimplitigs	15	7	default	0.01	0.00	0.01	82%	4088	0	0	2.103318
spneumoniae.S_pseudosimplitigs.k_15.d_7.M_ones	spneumoniae	pseudosimplitigs	15	7	ones	18.20	3.85	10.49	78%	384020	9248	0	18.207421
spneumoniae.S_pseudosimplitigs.k_15.d_7.M_runs	spneumoniae	pseudosimplitigs	15	7	runs	17.63	0.35	15.13	87%	239188	1184	0	17.637588
spneumoniae.S_pseudosimplitigs.k_15.d_7.M_zeros	spneumoniae	pseudosimplitigs	15	7	zeros	11.89	0.27	9.36	81%	240740	16	0	11.898399
spneumoniae.S_pseudosimplitigs.k_15.d_8.M_default	spneumoniae	pseudosimplitigs	15	8	default	0.01	0.00	0.01	83%	4084	0	0	2.101752
spneumoniae.S_pseudosimplitigs.k_15.d_8.M_ones	spneumoniae	pseudosimplitigs	15	8	ones	11.27	0.49	8.88	83%	387580	0	0	11.275124
spneumoniae.S_pseudosimplitigs.k_15.d_8.M_runs	spneumoniae	pseudosimplitigs	15	8	runs	15.94	0.18	13.96	88%	239712	48	16	15.944667
spneumoniae.S_pseudosimplitigs.k_15.d_8.M_zeros	spneumoniae	pseudosimplitigs	15	8	zeros	10.54	0.13	8.61	82%	241108	0	0	10.551792
spneumoniae.S_pseudosimplitigs.k_15.d_9.M_default	spneumoniae	pseudosimplitigs	15	9	default	0.01	0.00	0.01	73%	4112	0	0	2.270133
spneumoniae.S_pseudosimplitigs.k_15.d_9.M_ones	spneumoniae	pseudosimplitigs	15	9	ones	12.07	0.18	9.97	84%	387468	0	0	12.075777
spneumoniae.S_pseudosimplitigs.k_15.d_9.M_runs	spneumoniae	pseudosimplitigs	15	9	runs	14.92	0.15	12.95	87%	239792	32	16	14.924328
spneumoniae.S_pseudosimplitigs.k_15.d_9.M_zeros	spneumoniae	pseudosimplitigs	15	9	zeros	11.37	0.20	9.24	83%	241260	0	0	11.37634
spneumoniae.S_pseudosimplitigsAC.k_15.d_1.M_default	spneumoniae	pseudosimplitigsAC	15	1	default	0.01	0.00	0.01	87%	4100	0	0	1.505695
spneumoniae.S_pseudosimplitigsAC.k_15.d_1.M_ones	spneumoniae	pseudosimplitigsAC	15	1	ones	11.25	0.35	8.92	82%	395576	0	0	11.255921
spneumoniae.S_pseudosimplitigsAC.k_15.d_1.M_runs	spneumoniae	pseudosimplitigsAC	15	1	runs	14.40	0.15	12.53	88%	240536	24	24	14.413686
spneumoniae.S_pseudosimplitigsAC.k_15.d_1.M_zeros	spneumoniae	pseudosimplitigsAC	15	1	zeros	12.34	0.14	9.83	80%	248400	0	0	12.350481
spneumoniae.S_pseudosimplitigsAC.k_15.d_10.M_default	spneumoniae	pseudosimplitigsAC	15	10	default	0.01	0.00	0.00	80%	4100	0	0	1.736285
spneumoniae.S_pseudosimplitigsAC.k_15.d_10.M_ones	spneumoniae	pseudosimplitigsAC	15	10	ones	12.78	0.25	10.87	86%	387328	0	0	12.792781
spneumoniae.S_pseudosimplitigsAC.k_15.d_10.M_runs	spneumoniae	pseudosimplitigsAC	15	10	runs	20.35	0.26	18.53	92%	239612	32	16	20.362992
spneumoniae.S_pseudosimplitigsAC.k_15.d_10.M_zeros	spneumoniae	pseudosimplitigsAC	15	10	zeros	11.92	0.12	9.83	83%	241128	0	0	11.928417
spneumoniae.S_pseudosimplitigsAC.k_15.d_11.M_default	spneumoniae	pseudosimplitigsAC	15	11	default	0.01	0.00	0.00	83%	4100	0	0	2.02811
spneumoniae.S_pseudosimplitigsAC.k_15.d_11.M_ones	spneumoniae	pseudosimplitigsAC	15	11	ones	10.56	0.22	8.80	85%	387288	0	0	10.570384
spneumoniae.S_pseudosimplitigsAC.k_15.d_11.M_runs	spneumoniae	pseudosimplitigsAC	15	11	runs	16.99	0.24	15.43	92%	239636	32	16	17.000662
spneumoniae.S_pseudosimplitigsAC.k_15.d_11.M_zeros	spneumoniae	pseudosimplitigsAC	15	11	zeros	9.68	0.15	7.74	81%	240904	0	0	9.693655
spneumoniae.S_pseudosimplitigsAC.k_15.d_12.M_default	spneumoniae	pseudosimplitigsAC	15	12	default	0.01	0.00	0.00	85%	4100	0	0	1.79412
spneumoniae.S_pseudosimplitigsAC.k_15.d_12.M_ones	spneumoniae	pseudosimplitigsAC	15	12	ones	9.77	0.15	7.94	82%	387148	0	0	9.775482
spneumoniae.S_pseudosimplitigsAC.k_15.d_12.M_runs	spneumoniae	pseudosimplitigsAC	15	12	runs	15.57	0.13	13.65	88%	239624	32	16	15.577036
spneumoniae.S_pseudosimplitigsAC.k_15.d_12.M_zeros	spneumoniae	pseudosimplitigsAC	15	12	zeros	12.19	0.21	10.00	83%	240916	0	0	12.197805
spneumoniae.S_pseudosimplitigsAC.k_15.d_2.M_default	spneumoniae	pseudosimplitigsAC	15	2	default	0.01	0.00	0.00	76%	4100	0	0	2.141809
spneumoniae.S_pseudosimplitigsAC.k_15.d_2.M_ones	spneumoniae	pseudosimplitigsAC	15	2	ones	10.61	0.22	8.33	80%	387748	0	0	10.620001
spneumoniae.S_pseudosimplitigsAC.k_15.d_2.M_runs	spneumoniae	pseudosimplitigsAC	15	2	runs	16.93	0.17	14.89	88%	238936	32	16	16.937734
spneumoniae.S_pseudosimplitigsAC.k_15.d_2.M_zeros	spneumoniae	pseudosimplitigsAC	15	2	zeros	10.79	0.09	9.10	85%	241324	0	0	10.799414
spneumoniae.S_pseudosimplitigsAC.k_15.d_3.M_default	spneumoniae	pseudosimplitigsAC	15	3	default	0.01	0.00	0.00	75%	4100	0	0	1.489969
spneumoniae.S_pseudosimplitigsAC.k_15.d_3.M_ones	spneumoniae	pseudosimplitigsAC	15	3	ones	10.53	0.27	8.70	85%	385848	0	0	10.541641
spneumoniae.S_pseudosimplitigsAC.k_15.d_3.M_runs	spneumoniae	pseudosimplitigsAC	15	3	runs	20.82	0.24	18.77	91%	238516	0	0	20.825058
spneumoniae.S_pseudosimplitigsAC.k_15.d_3.M_zeros	spneumoniae	pseudosimplitigsAC	15	3	zeros	9.89	0.15	8.25	85%	239684	0	0	9.894017
spneumoniae.S_pseudosimplitigsAC.k_15.d_4.M_default	spneumoniae	pseudosimplitigsAC	15	4	default	0.01	0.00	0.01	82%	4100	0	0	1.998244
spneumoniae.S_pseudosimplitigsAC.k_15.d_4.M_ones	spneumoniae	pseudosimplitigsAC	15	4	ones	9.54	0.22	7.63	82%	385732	0	0	9.550639
spneumoniae.S_pseudosimplitigsAC.k_15.d_4.M_runs	spneumoniae	pseudosimplitigsAC	15	4	runs	15.85	0.11	14.10	89%	238528	0	0	15.855447
spneumoniae.S_pseudosimplitigsAC.k_15.d_4.M_zeros	spneumoniae	pseudosimplitigsAC	15	4	zeros	11.52	0.12	9.73	85%	239440	0	0	11.527108
spneumoniae.S_pseudosimplitigsAC.k_15.d_5.M_default	spneumoniae	pseudosimplitigsAC	15	5	default	0.01	0.00	0.01	78%	4100	0	0	1.496545
spneumoniae.S_pseudosimplitigsAC.k_15.d_5.M_ones	spneumoniae	pseudosimplitigsAC	15	5	ones	10.14	0.21	8.81	89%	385820	0	0	10.14805
spneumoniae.S_pseudosimplitigsAC.k_15.d_5.M_runs	spneumoniae	pseudosimplitigsAC	15	5	runs	16.66	0.16	14.72	89%	238836	32	16	16.669498
spneumoniae.S_pseudosimplitigsAC.k_15.d_5.M_zeros	spneumoniae	pseudosimplitigsAC	15	5	zeros	10.73	0.07	9.29	87%	239716	0	0	10.737092
spneumoniae.S_pseudosimplitigsAC.k_15.d_6.M_default	spneumoniae	pseudosimplitigsAC	15	6	default	0.02	0.00	0.01	80%	4100	0	0	2.193746
spneumoniae.S_pseudosimplitigsAC.k_15.d_6.M_ones	spneumoniae	pseudosimplitigsAC	15	6	ones	12.14	0.28	10.15	85%	386452	0	0	12.149389
spneumoniae.S_pseudosimplitigsAC.k_15.d_6.M_runs	spneumoniae	pseudosimplitigsAC	15	6	runs	15.08	0.16	13.38	89%	239044	32	16	15.088264
spneumoniae.S_pseudosimplitigsAC.k_15.d_6.M_zeros	spneumoniae	pseudosimplitigsAC	15	6	zeros	11.61	0.11	9.82	85%	239984	0	0	11.617496
spneumoniae.S_pseudosimplitigsAC.k_15.d_7.M_default	spneumoniae	pseudosimplitigsAC	15	7	default	0.02	0.00	0.01	80%	4100	0	0	2.0613
spneumoniae.S_pseudosimplitigsAC.k_15.d_7.M_ones	spneumoniae	pseudosimplitigsAC	15	7	ones	12.16	0.30	10.23	86%	386676	0	0	12.17343
spneumoniae.S_pseudosimplitigsAC.k_15.d_7.M_runs	spneumoniae	pseudosimplitigsAC	15	7	runs	15.85	0.15	13.67	87%	239280	32	16	15.854152
spneumoniae.S_pseudosimplitigsAC.k_15.d_7.M_zeros	spneumoniae	pseudosimplitigsAC	15	7	zeros	9.00	0.14	7.13	80%	240384	0	0	9.00835
spneumoniae.S_pseudosimplitigsAC.k_15.d_8.M_default	spneumoniae	pseudosimplitigsAC	15	8	default	0.01	0.00	0.00	77%	4100	0	0	1.749479
spneumoniae.S_pseudosimplitigsAC.k_15.d_8.M_ones	spneumoniae	pseudosimplitigsAC	15	8	ones	10.13	0.15	8.43	84%	387148	0	0	10.139152
spneumoniae.S_pseudosimplitigsAC.k_15.d_8.M_runs	spneumoniae	pseudosimplitigsAC	15	8	runs	16.64	0.18	14.77	89%	239348	0	0	16.647162
spneumoniae.S_pseudosimplitigsAC.k_15.d_8.M_zeros	spneumoniae	pseudosimplitigsAC	15	8	zeros	9.64	0.13	7.84	82%	240784	0	0	9.645266
spneumoniae.S_pseudosimplitigsAC.k_15.d_9.M_default	spneumoniae	pseudosimplitigsAC	15	9	default	0.01	0.00	0.00	85%	4100	0	0	1.453811
spneumoniae.S_pseudosimplitigsAC.k_15.d_9.M_ones	spneumoniae	pseudosimplitigsAC	15	9	ones	11.17	0.28	9.12	84%	387248	0	0	11.1824
spneumoniae.S_pseudosimplitigsAC.k_15.d_9.M_runs	spneumoniae	pseudosimplitigsAC	15	9	runs	16.43	0.28	14.79	91%	239596	32	16	16.439242
spneumoniae.S_pseudosimplitigsAC.k_15.d_9.M_zeros	spneumoniae	pseudosimplitigsAC	15	9	zeros	12.66	0.18	10.36	83%	241056	0	0	12.664533
spneumoniae.S_pseudosimplitigs.k_16.d_1.M_default	spneumoniae	pseudosimplitigs	16	1	default	0.01	0.00	0.00	80%	4084	0	0	1.719711
spneumoniae.S_pseudosimplitigs.k_16.d_1.M_ones	spneumoniae	pseudosimplitigs	16	1	ones	17.24	4.05	8.91	75%	416188	14464	0	17.252536
spneumoniae.S_pseudosimplitigs.k_16.d_1.M_runs	spneumoniae	pseudosimplitigs	16	1	runs	23.65	3.64	15.18	79%	272716	31512	16	23.654491
spneumoniae.S_pseudosimplitigs.k_16.d_1.M_zeros	spneumoniae	pseudosimplitigs	16	1	zeros	17.34	3.47	9.30	73%	266344	10408	0	17.34864
spneumoniae.S_pseudosimplitigs.k_16.d_10.M_default	spneumoniae	pseudosimplitigs	16	10	default	0.01	0.00	0.01	81%	4112	0	0	1.567786
spneumoniae.S_pseudosimplitigs.k_16.d_10.M_ones	spneumoniae	pseudosimplitigs	16	10	ones	10.34	0.21	8.39	83%	419512	0	0	10.351896
spneumoniae.S_pseudosimplitigs.k_16.d_10.M_runs	spneumoniae	pseudosimplitigs	16	10	runs	17.97	0.28	15.70	88%	274724	32	16	17.975119
spneumoniae.S_pseudosimplitigs.k_16.d_10.M_zeros	spneumoniae	pseudosimplitigs	16	10	zeros	9.57	0.22	7.80	83%	271616	0	0	9.584461
spneumoniae.S_pseudosimplitigs.k_16.d_11.M_default	spneumoniae	pseudosimplitigs	16	11	default	0.02	0.00	0.01	77%	4084	1240	0	1.768407
spneumoniae.S_pseudosimplitigs.k_16.d_11.M_ones	spneumoniae	pseudosimplitigs	16	11	ones	10.24	0.23	8.34	83%	419576	0	0	10.251443
spneumoniae.S_pseudosimplitigs.k_16.d_11.M_runs	spneumoniae	pseudosimplitigs	16	11	runs	16.97	0.16	14.87	88%	274732	32	16	16.976249
spneumoniae.S_pseudosimplitigs.k_16.d_11.M_zeros	spneumoniae	pseudosimplitigs	16	11	zeros	10.09	0.17	8.06	81%	271592	0	0	10.096563
spneumoniae.S_pseudosimplitigs.k_16.d_12.M_default	spneumoniae	pseudosimplitigs	16	12	default	0.01	0.00	0.01	80%	4092	0	0	1.72705
spneumoniae.S_pseudosimplitigs.k_16.d_12.M_ones	spneumoniae	pseudosimplitigs	16	12	ones	11.49	0.28	9.20	82%	419632	0	0	11.494423
spneumoniae.S_pseudosimplitigs.k_16.d_12.M_runs	spneumoniae	pseudosimplitigs	16	12	runs	16.55	0.19	14.45	88%	274772	32	16	16.556239
spneumoniae.S_pseudosimplitigs.k_16.d_12.M_zeros	spneumoniae	pseudosimplitigs	16	12	zeros	10.47	0.13	8.82	85%	271488	0	0	10.481095
spneumoniae.S_pseudosimplitigs.k_16.d_2.M_default	spneumoniae	pseudosimplitigs	16	2	default	0.01	0.00	0.00	85%	4096	0	0	1.612521
spneumoniae.S_pseudosimplitigs.k_16.d_2.M_ones	spneumoniae	pseudosimplitigs	16	2	ones	9.42	0.20	7.72	84%	418972	0	0	9.428683
spneumoniae.S_pseudosimplitigs.k_16.d_2.M_runs	spneumoniae	pseudosimplitigs	16	2	runs	16.86	0.19	14.91	89%	274132	0	0	16.871782
spneumoniae.S_pseudosimplitigs.k_16.d_2.M_zeros	spneumoniae	pseudosimplitigs	16	2	zeros	13.39	0.19	11.31	85%	271596	0	0	13.395919
spneumoniae.S_pseudosimplitigs.k_16.d_3.M_default	spneumoniae	pseudosimplitigs	16	3	default	0.01	0.00	0.01	80%	4132	0	0	2.00034
spneumoniae.S_pseudosimplitigs.k_16.d_3.M_ones	spneumoniae	pseudosimplitigs	16	3	ones	10.45	0.16	8.77	85%	418320	0	0	10.459286
spneumoniae.S_pseudosimplitigs.k_16.d_3.M_runs	spneumoniae	pseudosimplitigs	16	3	runs	17.57	0.25	15.39	89%	274008	0	0	17.580875
spneumoniae.S_pseudosimplitigs.k_16.d_3.M_zeros	spneumoniae	pseudosimplitigs	16	3	zeros	11.39	0.21	9.57	85%	271604	0	0	11.40269
spneumoniae.S_pseudosimplitigs.k_16.d_4.M_default	spneumoniae	pseudosimplitigs	16	4	default	0.01	0.00	0.00	80%	4132	0	0	1.901475
spneumoniae.S_pseudosimplitigs.k_16.d_4.M_ones	spneumoniae	pseudosimplitigs	16	4	ones	14.38	0.29	11.91	84%	417904	0	0	14.392165
spneumoniae.S_pseudosimplitigs.k_16.d_4.M_runs	spneumoniae	pseudosimplitigs	16	4	runs	21.29	3.37	14.93	85%	273824	15040	0	21.299838
spneumoniae.S_pseudosimplitigs.k_16.d_4.M_zeros	spneumoniae	pseudosimplitigs	16	4	zeros	16.41	3.24	10.10	81%	268140	7808	0	16.416491
spneumoniae.S_pseudosimplitigs.k_16.d_5.M_default	spneumoniae	pseudosimplitigs	16	5	default	0.01	0.00	0.01	82%	4048	0	0	2.250254
spneumoniae.S_pseudosimplitigs.k_16.d_5.M_ones	spneumoniae	pseudosimplitigs	16	5	ones	15.30	1.97	8.03	65%	414088	9320	0	15.304995
spneumoniae.S_pseudosimplitigs.k_16.d_5.M_runs	spneumoniae	pseudosimplitigs	16	5	runs	23.74	1.87	16.26	76%	270640	3440	0	23.747964
spneumoniae.S_pseudosimplitigs.k_16.d_5.M_zeros	spneumoniae	pseudosimplitigs	16	5	zeros	18.88	1.65	11.02	67%	265992	6384	0	18.890019
spneumoniae.S_pseudosimplitigs.k_16.d_6.M_default	spneumoniae	pseudosimplitigs	16	6	default	0.01	0.00	0.00	80%	4092	0	0	1.772173
spneumoniae.S_pseudosimplitigs.k_16.d_6.M_ones	spneumoniae	pseudosimplitigs	16	6	ones	12.29	0.37	10.01	84%	418160	0	0	12.299657
spneumoniae.S_pseudosimplitigs.k_16.d_6.M_runs	spneumoniae	pseudosimplitigs	16	6	runs	17.71	0.22	15.72	90%	274192	32	16	17.720368
spneumoniae.S_pseudosimplitigs.k_16.d_6.M_zeros	spneumoniae	pseudosimplitigs	16	6	zeros	11.89	0.20	9.88	84%	271576	0	0	11.902058
spneumoniae.S_pseudosimplitigs.k_16.d_7.M_default	spneumoniae	pseudosimplitigs	16	7	default	0.01	0.00	0.01	76%	4104	1064	0	1.904311
spneumoniae.S_pseudosimplitigs.k_16.d_7.M_ones	spneumoniae	pseudosimplitigs	16	7	ones	13.05	0.27	10.53	82%	418336	16	0	13.054274
spneumoniae.S_pseudosimplitigs.k_16.d_7.M_runs	spneumoniae	pseudosimplitigs	16	7	runs	18.77	0.36	16.48	89%	274200	3792	0	18.783213
spneumoniae.S_pseudosimplitigs.k_16.d_7.M_zeros	spneumoniae	pseudosimplitigs	16	7	zeros	12.55	0.13	10.19	82%	271532	288	0	12.559023
spneumoniae.S_pseudosimplitigs.k_16.d_8.M_default	spneumoniae	pseudosimplitigs	16	8	default	0.01	0.00	0.01	82%	4100	0	0	1.907505
spneumoniae.S_pseudosimplitigs.k_16.d_8.M_ones	spneumoniae	pseudosimplitigs	16	8	ones	18.50	5.18	9.07	77%	415756	8856	0	18.509284
spneumoniae.S_pseudosimplitigs.k_16.d_8.M_runs	spneumoniae	pseudosimplitigs	16	8	runs	24.09	0.28	14.64	61%	274336	184	0	24.098346
spneumoniae.S_pseudosimplitigs.k_16.d_8.M_zeros	spneumoniae	pseudosimplitigs	16	8	zeros	19.27	4.68	10.57	79%	268160	12232	0	19.282025
spneumoniae.S_pseudosimplitigs.k_16.d_9.M_default	spneumoniae	pseudosimplitigs	16	9	default	0.02	0.00	0.01	71%	4088	520	0	2.229453
spneumoniae.S_pseudosimplitigs.k_16.d_9.M_ones	spneumoniae	pseudosimplitigs	16	9	ones	10.47	0.22	8.58	84%	419240	0	0	10.477779
spneumoniae.S_pseudosimplitigs.k_16.d_9.M_runs	spneumoniae	pseudosimplitigs	16	9	runs	16.08	0.23	13.78	87%	274512	0	0	16.086774
spneumoniae.S_pseudosimplitigs.k_16.d_9.M_zeros	spneumoniae	pseudosimplitigs	16	9	zeros	11.63	0.16	9.60	83%	271596	0	0	11.639762
spneumoniae.S_pseudosimplitigsAC.k_16.d_1.M_default	spneumoniae	pseudosimplitigsAC	16	1	default	0.01	0.00	0.01	77%	4100	0	0	1.498842
spneumoniae.S_pseudosimplitigsAC.k_16.d_1.M_ones	spneumoniae	pseudosimplitigsAC	16	1	ones	11.25	0.26	9.41	85%	421672	0	0	11.262235
spneumoniae.S_pseudosimplitigsAC.k_16.d_1.M_runs	spneumoniae	pseudosimplitigsAC	16	1	runs	16.89	0.21	14.77	88%	274672	32	16	16.906031
spneumoniae.S_pseudosimplitigsAC.k_16.d_1.M_zeros	spneumoniae	pseudosimplitigsAC	16	1	zeros	10.68	0.16	8.66	82%	271604	0	0	10.691131
spneumoniae.S_pseudosimplitigsAC.k_16.d_10.M_default	spneumoniae	pseudosimplitigsAC	16	10	default	0.01	0.00	0.01	87%	4100	0	0	1.961836
spneumoniae.S_pseudosimplitigsAC.k_16.d_10.M_ones	spneumoniae	pseudosimplitigsAC	16	10	ones	8.92	0.23	7.41	85%	419208	0	0	8.923178
spneumoniae.S_pseudosimplitigsAC.k_16.d_10.M_runs	spneumoniae	pseudosimplitigsAC	16	10	runs	17.35	0.23	15.56	91%	274480	0	0	17.361565
spneumoniae.S_pseudosimplitigsAC.k_16.d_10.M_zeros	spneumoniae	pseudosimplitigsAC	16	10	zeros	10.85	0.19	9.02	84%	271604	0	0	10.860721
