pref	genome	S_alg	k	d	M_alg	real(s)	sys(s)	user(s)	percent_CPU	max_RAM(kb)	FS_inputs	FS_outputs	elapsed_time_alt(s)
spneumoniae.S_pseudosimplitigsAC.k_3.d_1.M_zeros	spneumoniae	pseudosimplitigsAC	3	1	zeros	0.05	0.01	0.04	96%	13652	0	0	0.059228
spneumoniae.S_pseudosimplitigsAC.k_3.d_2.M_default	spneumoniae	pseudosimplitigsAC	3	2	default	0.00	0.00	0.00	100%	2004	0	0	0.006724
spneumoniae.S_pseudosimplitigsAC.k_3.d_2.M_ones	spneumoniae	pseudosimplitigsAC	3	2	ones	0.05	0.01	0.04	96%	13636	0	0	0.061551
spneumoniae.S_pseudosimplitigsAC.k_3.d_2.M_runs	spneumoniae	pseudosimplitigsAC	3	2	runs	0.07	0.02	0.05	94%	16404	0	0	0.084142
spneumoniae.S_pseudosimplitigsAC.k_3.d_2.M_zeros	spneumoniae	pseudosimplitigsAC	3	2	zeros	0.06	0.01	0.04	96%	13644	0	0	0.063415
spneumoniae.S_pseudosimplitigsAC.k_3.d_3.M_default	spneumoniae	pseudosimplitigsAC	3	3	default	0.00	0.00	0.00	100%	2008	0	0	0.006957
spneumoniae.S_pseudosimplitigsAC.k_3.d_3.M_ones	spneumoniae	pseudosimplitigsAC	3	3	ones	0.05	0.00	0.04	98%	13656	0	0	0.056847
spneumoniae.S_pseudosimplitigsAC.k_3.d_3.M_runs	spneumoniae	pseudosimplitigsAC	3	3	runs	0.07	0.00	0.06	94%	16416	0	0	0.076317
spneumoniae.S_pseudosimplitigsAC.k_3.d_3.M_zeros	spneumoniae	pseudosimplitigsAC	3	3	zeros	0.05	0.00	0.04	96%	13652	0	0	0.061048
spneumoniae.S_pseudosimplitigsAC.k_3.d_4.M_default	spneumoniae	pseudosimplitigsAC	3	4	default	0.00	0.00	0.00	92%	2008	0	0	0.006812
spneumoniae.S_pseudosimplitigsAC.k_3.d_4.M_ones	spneumoniae	pseudosimplitigsAC	3	4	ones	0.05	0.01	0.03	96%	13648	0	0	0.058181
spneumoniae.S_pseudosimplitigsAC.k_3.d_4.M_runs	spneumoniae	pseudosimplitigsAC	3	4	runs	0.08	0.02	0.05	96%	16416	0	0	0.084117
spneumoniae.S_pseudosimplitigsAC.k_3.d_4.M_zeros	spneumoniae	pseudosimplitigsAC	3	4	zeros	0.05	0.01	0.04	96%	13648	0	0	0.06208
spneumoniae.S_pseudosimplitigsAC.k_3.d_5.M_default	spneumoniae	pseudosimplitigsAC	3	5	default	0.00	0.00	0.00	100%	2008	0	0	0.007313
spneumoniae.S_pseudosimplitigsAC.k_3.d_5.M_ones	spneumoniae	pseudosimplitigsAC	3	5	ones	0.05	0.01	0.03	96%	13648	0	0	0.06264
spneumoniae.S_pseudosimplitigsAC.k_3.d_5.M_runs	spneumoniae	pseudosimplitigsAC	3	5	runs	0.08	0.00	0.07	96%	16416	0	0	0.086408
spneumoniae.S_pseudosimplitigsAC.k_3.d_5.M_zeros	spneumoniae	pseudosimplitigsAC	3	5	zeros	0.06	0.00	0.05	96%	13648	0	0	0.065428
spneumoniae.S_streaming.k_3.d_na.M_default	spneumoniae	streaming	3	na	default	0.00	0.00	0.00	92%	2008	0	0	0.005851
spneumoniae.S_streaming.k_3.d_na.M_ones	spneumoniae	streaming	3	na	ones	0.04	0.01	0.03	97%	13656	0	0	0.049892
spneumoniae.S_streaming.k_3.d_na.M_runs	spneumoniae	streaming	3	na	runs	0.08	0.01	0.06	96%	16420	0	0	0.083735
spneumoniae.S_streaming.k_3.d_na.M_zeros	spneumoniae	streaming	3	na	zeros	0.05	0.01	0.04	96%	13648	0	0	0.059526
spneumoniae.S_greedy.k_4.d_na.M_default	spneumoniae	greedy	4	na	default	0.00	0.00	0.00	89%	2004	0	0	0.005195
spneumoniae.S_greedy.k_4.d_na.M_ones	spneumoniae	greedy	4	na	ones	0.05	0.02	0.02	96%	13656	0	0	0.053763
spneumoniae.S_greedy.k_4.d_na.M_runs	spneumoniae	greedy	4	na	runs	0.07	0.00	0.06	95%	16412	0	0	0.076239
spneumoniae.S_greedy.k_4.d_na.M_zeros	spneumoniae	greedy	4	na	zeros	0.05	0.00	0.04	96%	13648	0	0	0.054526
spneumoniae.S_greedyAC.k_4.d_na.M_default	spneumoniae	greedyAC	4	na	default	0.00	0.00	0.00	83%	2008	0	0	0.005444
spneumoniae.S_greedyAC.k_4.d_na.M_ones	spneumoniae	greedyAC	4	na	ones	0.04	0.00	0.04	97%	13668	0	0	0.050165
spneumoniae.S_greedyAC.k_4.d_na.M_runs	spneumoniae	greedyAC	4	na	runs	0.08	0.02	0.05	95%	16424	0	0	0.084519
spneumoniae.S_greedyAC.k_4.d_na.M_zeros	spneumoniae	greedyAC	4	na	zeros	0.06	0.00	0.05	98%	13660	0	0	0.067036
spneumoniae.S_pseudosimplitigs.k_4.d_1.M_default	spneumoniae	pseudosimplitigs	4	1	default	0.00	0.00	0.00	89%	2008	0	0	0.007391
spneumoniae.S_pseudosimplitigs.k_4.d_1.M_ones	spneumoniae	pseudosimplitigs	4	1	ones	0.06	0.01	0.04	96%	13664	0	0	0.062689
spneumoniae.S_pseudosimplitigs.k_4.d_1.M_runs	spneumoniae	pseudosimplitigs	4	1	runs	0.08	0.00	0.07	95%	16424	0	0	0.088755
spneumoniae.S_pseudosimplitigs.k_4.d_1.M_zeros	spneumoniae	pseudosimplitigs	4	1	zeros	0.04	0.01	0.03	93%	13660	0	0	0.052873
spneumoniae.S_pseudosimplitigs.k_4.d_2.M_default	spneumoniae	pseudosimplitigs	4	2	default	0.00	0.00	0.00	100%	2008	0	0	0.007149
spneumoniae.S_pseudosimplitigs.k_4.d_2.M_ones	spneumoniae	pseudosimplitigs	4	2	ones	0.05	0.00	0.05	96%	13664	0	0	0.060871
spneumoniae.S_pseudosimplitigs.k_4.d_2.M_runs	spneumoniae	pseudosimplitigs	4	2	runs	0.07	0.01	0.05	95%	16424	0	0	0.076868
spneumoniae.S_pseudosimplitigs.k_4.d_2.M_zeros	spneumoniae	pseudosimplitigs	4	2	zeros	0.05	0.01	0.04	94%	13660	0	0	0.058942
spneumoniae.S_pseudosimplitigs.k_4.d_3.M_default	spneumoniae	pseudosimplitigs	4	3	default	0.00	0.00	0.00	91%	2008	0	0	0.005261
spneumoniae.S_pseudosimplitigs.k_4.d_3.M_ones	spneumoniae	pseudosimplitigs	4	3	ones	0.05	0.01	0.03	96%	13668	0	0	0.05786
spneumoniae.S_pseudosimplitigs.k_4.d_3.M_runs	spneumoniae	pseudosimplitigs	4	3	runs	0.09	0.01	0.07	93%	16424	0	0	0.100296
spneumoniae.S_pseudosimplitigs.k_4.d_3.M_zeros	spneumoniae	pseudosimplitigs	4	3	zeros	0.04	0.00	0.04	97%	13660	0	0	0.049531
spneumoniae.S_pseudosimplitigs.k_4.d_4.M_default	spneumoniae	pseudosimplitigs	4	4	default	0.00	0.00	0.00	91%	2008	0	0	0.006564
spneumoniae.S_pseudosimplitigs.k_4.d_4.M_ones	spneumoniae	pseudosimplitigs	4	4	ones	0.05	0.00	0.04	96%	13664	0	0	0.054942
spneumoniae.S_pseudosimplitigs.k_4.d_4.M_runs	spneumoniae	pseudosimplitigs	4	4	runs	0.06	0.00	0.06	95%	16424	0	0	0.068581
spneumoniae.S_pseudosimplitigs.k_4.d_4.M_zeros	spneumoniae	pseudosimplitigs	4	4	zeros	0.06	0.02	0.03	98%	13660	0	0	0.063814
spneumoniae.S_pseudosimplitigs.k_4.d_5.M_default	spneumoniae	pseudosimplitigs	4	5	default	0.00	0.00	0.00	100%	2008	0	0	0.006713
spneumoniae.S_pseudosimplitigs.k_4.d_5.M_ones	spneumoniae	pseudosimplitigs	4	5	ones	0.06	0.01	0.04	98%	13664	0	0	0.068469
spneumoniae.S_pseudosimplitigs.k_4.d_5.M_runs	spneumoniae	pseudosimplitigs	4	5	runs	0.09	0.03	0.06	96%	16424	0	0	0.098151
spneumoniae.S_pseudosimplitigs.k_4.d_5.M_zeros	spneumoniae	pseudosimplitigs	4	5	zeros	0.05	0.01	0.04	96%	13660	0	0	0.062454
spneumoniae.S_pseudosimplitigsAC.k_4.d_1.M_default	spneumoniae	pseudosimplitigsAC	4	1	default	0.00	0.00	0.00	91%	2008	0	0	0.006523
spneumoniae.S_pseudosimplitigsAC.k_4.d_1.M_ones	spneumoniae	pseudosimplitigsAC	4	1	ones	0.06	0.00	0.05	96%	13664	0	0	0.065254
spneumoniae.S_pseudosimplitigsAC.k_4.d_1.M_runs	spneumoniae	pseudosimplitigsAC	4	1	runs	0.06	0.00	0.05	95%	16420	0	0	0.067072
spneumoniae.S_pseudosimplitigsAC.k_4.d_1.M_zeros	spneumoniae	pseudosimplitigsAC	4	1	zeros	0.05	0.01	0.04	98%	13656	0	0	0.061683
spneumoniae.S_pseudosimplitigsAC.k_4.d_2.M_default	spneumoniae	pseudosimplitigsAC	4	2	default	0.00	0.00	0.00	100%	2008	0	0	0.007164
spneumoniae.S_pseudosimplitigsAC.k_4.d_2.M_ones	spneumoniae	pseudosimplitigsAC	4	2	ones	0.05	0.01	0.04	96%	13664	0	0	0.061385
spneumoniae.S_pseudosimplitigsAC.k_4.d_2.M_runs	spneumoniae	pseudosimplitigsAC	4	2	runs	0.07	0.01	0.05	96%	16420	0	0	0.081859
spneumoniae.S_pseudosimplitigsAC.k_4.d_2.M_zeros	spneumoniae	pseudosimplitigsAC	4	2	zeros	0.05	0.00	0.05	98%	13660	0	0	0.055836
spneumoniae.S_pseudosimplitigsAC.k_4.d_3.M_default	spneumoniae	pseudosimplitigsAC	4	3	default	0.00	0.00	0.00	90%	2008	0	0	0.005805
spneumoniae.S_pseudosimplitigsAC.k_4.d_3.M_ones	spneumoniae	pseudosimplitigsAC	4	3	ones	0.05	0.00	0.04	96%	13668	0	0	0.058227
spneumoniae.S_pseudosimplitigsAC.k_4.d_3.M_runs	spneumoniae	pseudosimplitigsAC	4	3	runs	0.09	0.01	0.07	96%	16420	0	0	0.099281
spneumoniae.S_pseudosimplitigsAC.k_4.d_3.M_zeros	spneumoniae	pseudosimplitigsAC	4	3	zeros	0.06	0.01	0.05	97%	13660	0	0	0.073204
spneumoniae.S_pseudosimplitigsAC.k_4.d_4.M_default	spneumoniae	pseudosimplitigsAC	4	4	default	0.00	0.00	0.00	90%	2008	0	0	0.008867
spneumoniae.S_pseudosimplitigsAC.k_4.d_4.M_ones	spneumoniae	pseudosimplitigsAC	4	4	ones	0.05	0.01	0.04	96%	13668	0	0	0.061091
spneumoniae.S_pseudosimplitigsAC.k_4.d_4.M_runs	spneumoniae	pseudosimplitigsAC	4	4	runs	0.10	0.01	0.07	89%	16420	0	0	0.110673
spneumoniae.S_pseudosimplitigsAC.k_4.d_4.M_zeros	spneumoniae	pseudosimplitigsAC	4	4	zeros	0.05	0.01	0.03	98%	13664	0	0	0.056401
spneumoniae.S_pseudosimplitigsAC.k_4.d_5.M_default	spneumoniae	pseudosimplitigsAC	4	5	default	0.00	0.00	0.00	100%	2008	0	0	0.007463
spneumoniae.S_pseudosimplitigsAC.k_4.d_5.M_ones	spneumoniae	pseudosimplitigsAC	4	5	ones	0.05	0.01	0.03	98%	13668	0	0	0.057765
spneumoniae.S_pseudosimplitigsAC.k_4.d_5.M_runs	spneumoniae	pseudosimplitigsAC	4	5	runs	0.07	0.01	0.05	94%	16420	0	0	0.079556
spneumoniae.S_pseudosimplitigsAC.k_4.d_5.M_zeros	spneumoniae	pseudosimplitigsAC	4	5	zeros	0.05	0.00	0.04	96%	13660	0	0	0.058119
spneumoniae.S_streaming.k_4.d_na.M_default	spneumoniae	streaming	4	na	default	0.00	0.00	0.00	100%	2008	0	0	0.006658
spneumoniae.S_streaming.k_4.d_na.M_ones	spneumoniae	streaming	4	na	ones	0.05	0.01	0.03	98%	13672	0	0	0.054879
spneumoniae.S_streaming.k_4.d_na.M_runs	spneumoniae	streaming	4	na	runs	0.07	0.01	0.05	96%	16428	0	0	0.080905
spneumoniae.S_streaming.k_4.d_na.M_zeros	spneumoniae	streaming	4	na	zeros	0.05	0.01	0.04	96%	13668	0	0	0.058398
spneumoniae.S_greedy.k_5.d_na.M_default	spneumoniae	greedy	5	na	default	0.00	0.00	0.00	87%	2016	0	0	0.00526
spneumoniae.S_greedy.k_5.d_na.M_ones	spneumoniae	greedy	5	na	ones	0.06	0.01	0.04	96%	13740	0	0	0.065068
spneumoniae.S_greedy.k_5.d_na.M_runs	spneumoniae	greedy	5	na	runs	0.07	0.01	0.05	94%	16480	0	0	0.080651
spneumoniae.S_greedy.k_5.d_na.M_zeros	spneumoniae	greedy	5	na	zeros	0.06	0.01	0.04	98%	13712	0	0	0.063089
spneumoniae.S_greedyAC.k_5.d_na.M_default	spneumoniae	greedyAC	5	na	default	0.00	0.00	0.00	100%	2016	0	0	0.008202
spneumoniae.S_greedyAC.k_5.d_na.M_ones	spneumoniae	greedyAC	5	na	ones	0.05	0.01	0.03	96%	13744	0	0	0.054168
spneumoniae.S_greedyAC.k_5.d_na.M_runs	spneumoniae	greedyAC	5	na	runs	0.07	0.02	0.04	94%	16480	0	0	0.077779
spneumoniae.S_greedyAC.k_5.d_na.M_zeros	spneumoniae	greedyAC	5	na	zeros	0.05	0.01	0.04	96%	13712	0	0	0.061211
spneumoniae.S_pseudosimplitigs.k_5.d_1.M_default	spneumoniae	pseudosimplitigs	5	1	default	0.00	0.00	0.00	100%	2016	0	0	0.006007
spneumoniae.S_pseudosimplitigs.k_5.d_1.M_ones	spneumoniae	pseudosimplitigs	5	1	ones	0.05	0.01	0.03	98%	13748	0	0	0.054842
spneumoniae.S_pseudosimplitigs.k_5.d_1.M_runs	spneumoniae	pseudosimplitigs	5	1	runs	0.08	0.01	0.06	97%	16480	0	0	0.090379
spneumoniae.S_pseudosimplitigs.k_5.d_1.M_zeros	spneumoniae	pseudosimplitigs	5	1	zeros	0.05	0.01	0.03	96%	13716	0	0	0.055061
spneumoniae.S_pseudosimplitigs.k_5.d_2.M_default	spneumoniae	pseudosimplitigs	5	2	default	0.00	0.00	0.00	91%	2016	0	0	0.006109
spneumoniae.S_pseudosimplitigs.k_5.d_2.M_ones	spneumoniae	pseudosimplitigs	5	2	ones	0.06	0.00	0.05	96%	13744	0	0	0.062688
spneumoniae.S_pseudosimplitigs.k_5.d_2.M_runs	spneumoniae	pseudosimplitigs	5	2	runs	0.07	0.00	0.06	95%	16480	0	0	0.074888
spneumoniae.S_pseudosimplitigs.k_5.d_2.M_zeros	spneumoniae	pseudosimplitigs	5	2	zeros	0.04	0.00	0.03	95%	13716	0	0	0.050298
spneumoniae.S_pseudosimplitigs.k_5.d_3.M_default	spneumoniae	pseudosimplitigs	5	3	default	0.00	0.00	0.00	91%	2016	0	0	0.00566
spneumoniae.S_pseudosimplitigs.k_5.d_3.M_ones	spneumoniae	pseudosimplitigs	5	3	ones	0.05	0.01	0.03	94%	13744	0	0	0.0555
spneumoniae.S_pseudosimplitigs.k_5.d_3.M_runs	spneumoniae	pseudosimplitigs	5	3	runs	0.07	0.02	0.04	96%	16484	0	0	0.079384
spneumoniae.S_pseudosimplitigs.k_5.d_3.M_zeros	spneumoniae	pseudosimplitigs	5	3	zeros	0.05	0.01	0.03	96%	13716	0	0	0.060182
spneumoniae.S_pseudosimplitigs.k_5.d_4.M_default	spneumoniae	pseudosimplitigs	5	4	default	0.00	0.00	0.00	100%	2016	0	0	0.007416
spneumoniae.S_pseudosimplitigs.k_5.d_4.M_ones	spneumoniae	pseudosimplitigs	5	4	ones	0.06	0.01	0.04	96%	13744	0	0	0.06283
spneumoniae.S_pseudosimplitigs.k_5.d_4.M_runs	spneumoniae	pseudosimplitigs	5	4	runs	0.08	0.01	0.07	96%	16480	0	0	0.086965
spneumoniae.S_pseudosimplitigs.k_5.d_4.M_zeros	spneumoniae	pseudosimplitigs	5	4	zeros	0.05	0.00	0.04	96%	13716	0	0	0.056556
spneumoniae.S_pseudosimplitigs.k_5.d_5.M_default	spneumoniae	pseudosimplitigs	5	5	default	0.00	0.00	0.00	0%	2016	0	0	0.008584
spneumoniae.S_pseudosimplitigs.k_5.d_5.M_ones	spneumoniae	pseudosimplitigs	5	5	ones	0.05	0.01	0.04	96%	13744	0	0	0.062935
spneumoniae.S_pseudosimplitigs.k_5.d_5.M_runs	spneumoniae	pseudosimplitigs	5	5	runs	0.07	0.00	0.06	96%	16480	0	0	0.080939
spneumoniae.S_pseudosimplitigs.k_5.d_5.M_zeros	spneumoniae	pseudosimplitigs	5	5	zeros	0.04	0.00	0.04	95%	13716	0	0	0.053179
spneumoniae.S_pseudosimplitigsAC.k_5.d_1.M_default	spneumoniae	pseudosimplitigsAC	5	1	default	0.00	0.00	0.00	91%	2016	0	0	0.006625
spneumoniae.S_pseudosimplitigsAC.k_5.d_1.M_ones	spneumoniae	pseudosimplitigsAC	5	1	ones	0.04	0.00	0.04	95%	13744	0	0	0.053458
spneumoniae.S_pseudosimplitigsAC.k_5.d_1.M_runs	spneumoniae	pseudosimplitigsAC	5	1	runs	0.09	0.02	0.06	96%	16480	0	0	0.096347
spneumoniae.S_pseudosimplitigsAC.k_5.d_1.M_zeros	spneumoniae	pseudosimplitigsAC	5	1	zeros	0.05	0.01	0.03	96%	13712	0	0	0.052817
spneumoniae.S_pseudosimplitigsAC.k_5.d_2.M_default	spneumoniae	pseudosimplitigsAC	5	2	default	0.00	0.00	0.00	100%	2016	0	0	0.00725
spneumoniae.S_pseudosimplitigsAC.k_5.d_2.M_ones	spneumoniae	pseudosimplitigsAC	5	2	ones	0.05	0.00	0.04	96%	13744	0	0	0.056022
spneumoniae.S_pseudosimplitigsAC.k_5.d_2.M_runs	spneumoniae	pseudosimplitigsAC	5	2	runs	0.07	0.00	0.06	96%	16476	0	0	0.080556
spneumoniae.S_pseudosimplitigsAC.k_5.d_2.M_zeros	spneumoniae	pseudosimplitigsAC	5	2	zeros	0.04	0.00	0.03	97%	13712	0	0	0.049033
spneumoniae.S_pseudosimplitigsAC.k_5.d_3.M_default	spneumoniae	pseudosimplitigsAC	5	3	default	0.00	0.00	0.00	0%	2016	0	0	0.006986
spneumoniae.S_pseudosimplitigsAC.k_5.d_3.M_ones	spneumoniae	pseudosimplitigsAC	5	3	ones	0.05	0.02	0.02	96%	13740	0	0	0.062165
spneumoniae.S_pseudosimplitigsAC.k_5.d_3.M_runs	spneumoniae	pseudosimplitigsAC	5	3	runs	0.08	0.02	0.06	96%	16476	0	0	0.088526
spneumoniae.S_pseudosimplitigsAC.k_5.d_3.M_zeros	spneumoniae	pseudosimplitigsAC	5	3	zeros	0.06	0.01	0.04	96%	13712	0	0	0.065993
spneumoniae.S_pseudosimplitigsAC.k_5.d_4.M_default	spneumoniae	pseudosimplitigsAC	5	4	default	0.00	0.00	0.00	91%	2016	0	0	0.00596
spneumoniae.S_pseudosimplitigsAC.k_5.d_4.M_ones	spneumoniae	pseudosimplitigsAC	5	4	ones	0.05	0.01	0.03	96%	13744	0	0	0.055836
spneumoniae.S_pseudosimplitigsAC.k_5.d_4.M_runs	spneumoniae	pseudosimplitigsAC	5	4	runs	0.07	0.01	0.05	95%	16480	0	0	0.075089
spneumoniae.S_pseudosimplitigsAC.k_5.d_4.M_zeros	spneumoniae	pseudosimplitigsAC	5	4	zeros	0.05	0.00	0.04	96%	13712	0	0	0.056176
spneumoniae.S_pseudosimplitigsAC.k_5.d_5.M_default	spneumoniae	pseudosimplitigsAC	5	5	default	0.00	0.00	0.00	91%	2012	0	0	0.006598
spneumoniae.S_pseudosimplitigsAC.k_5.d_5.M_ones	spneumoniae	pseudosimplitigsAC	5	5	ones	0.05	0.01	0.03	96%	13732	0	0	0.055305
spneumoniae.S_pseudosimplitigsAC.k_5.d_5.M_runs	spneumoniae	pseudosimplitigsAC	5	5	runs	0.07	0.01	0.05	96%	16464	0	0	0.082442
spneumoniae.S_pseudosimplitigsAC.k_5.d_5.M_zeros	spneumoniae	pseudosimplitigsAC	5	5	zeros	0.05	0.01	0.03	96%	13700	0	0	0.062545
spneumoniae.S_streaming.k_5.d_na.M_default	spneumoniae	streaming	5	na	default	0.00	0.00	0.00	88%	2020	0	0	0.006489
spneumoniae.S_streaming.k_5.d_na.M_ones	spneumoniae	streaming	5	na	ones	0.05	0.00	0.04	96%	13780	0	0	0.055714
spneumoniae.S_streaming.k_5.d_na.M_runs	spneumoniae	streaming	5	na	runs	0.08	0.01	0.06	96%	16468	0	0	0.084078
spneumoniae.S_streaming.k_5.d_na.M_zeros	spneumoniae	streaming	5	na	zeros	0.05	0.00	0.04	96%	13752	0	0	0.054203
spneumoniae.S_greedy.k_6.d_na.M_default	spneumoniae	greedy	6	na	default	0.00	0.00	0.00	90%	2024	0	0	0.00505
spneumoniae.S_greedy.k_6.d_na.M_ones	spneumoniae	greedy	6	na	ones	0.05	0.00	0.04	96%	14072	0	0	0.053011
spneumoniae.S_greedy.k_6.d_na.M_runs	spneumoniae	greedy	6	na	runs	0.08	0.00	0.07	96%	16680	0	0	0.087654
spneumoniae.S_greedy.k_6.d_na.M_zeros	spneumoniae	greedy	6	na	zeros	0.06	0.02	0.04	98%	13936	0	0	0.069859
spneumoniae.S_greedyAC.k_6.d_na.M_default	spneumoniae	greedyAC	6	na	default	0.00	0.00	0.00	0%	2024	0	0	0.007104
spneumoniae.S_greedyAC.k_6.d_na.M_ones	spneumoniae	greedyAC	6	na	ones	0.06	0.01	0.04	98%	14068	0	0	0.067304
spneumoniae.S_greedyAC.k_6.d_na.M_runs	spneumoniae	greedyAC	6	na	runs	0.08	0.02	0.06	96%	16680	0	0	0.091502
spneumoniae.S_greedyAC.k_6.d_na.M_zeros	spneumoniae	greedyAC	6	na	zeros	0.05	0.01	0.03	98%	13932	0	0	0.057153
spneumoniae.S_pseudosimplitigs.k_6.d_1.M_default	spneumoniae	pseudosimplitigs	6	1	default	0.00	0.00	0.00	100%	2024	0	0	0.00738
spneumoniae.S_pseudosimplitigs.k_6.d_1.M_ones	spneumoniae	pseudosimplitigs	6	1	ones	0.06	0.00	0.05	96%	14080	0	0	0.067683
spneumoniae.S_pseudosimplitigs.k_6.d_1.M_runs	spneumoniae	pseudosimplitigs	6	1	runs	0.08	0.01	0.07	96%	16680	0	0	0.087357
spneumoniae.S_pseudosimplitigs.k_6.d_1.M_zeros	spneumoniae	pseudosimplitigs	6	1	zeros	0.06	0.01	0.04	96%	13948	0	0	0.064541
spneumoniae.S_pseudosimplitigs.k_6.d_2.M_default	spneumoniae	pseudosimplitigs	6	2	default	0.00	0.00	0.00	0%	2024	0	0	0.005818
spneumoniae.S_pseudosimplitigs.k_6.d_2.M_ones	spneumoniae	pseudosimplitigs	6	2	ones	0.07	0.01	0.05	98%	14076	0	0	0.073307
spneumoniae.S_pseudosimplitigs.k_6.d_2.M_runs	spneumoniae	pseudosimplitigs	6	2	runs	0.08	0.02	0.05	95%	16680	0	0	0.084594
spneumoniae.S_pseudosimplitigs.k_6.d_2.M_zeros	spneumoniae	pseudosimplitigs	6	2	zeros	0.06	0.01	0.04	98%	13940	0	0	0.068372
spneumoniae.S_pseudosimplitigs.k_6.d_3.M_default	spneumoniae	pseudosimplitigs	6	3	default	0.00	0.00	0.00	100%	2024	0	0	0.007675
spneumoniae.S_pseudosimplitigs.k_6.d_3.M_ones	spneumoniae	pseudosimplitigs	6	3	ones	0.07	0.01	0.05	97%	14080	0	0	0.073677
spneumoniae.S_pseudosimplitigs.k_6.d_3.M_runs	spneumoniae	pseudosimplitigs	6	3	runs	0.09	0.01	0.08	95%	16680	0	0	0.102709
spneumoniae.S_pseudosimplitigs.k_6.d_3.M_zeros	spneumoniae	pseudosimplitigs	6	3	zeros	0.06	0.01	0.05	96%	13948	0	0	0.069273
spneumoniae.S_pseudosimplitigs.k_6.d_4.M_default	spneumoniae	pseudosimplitigs	6	4	default	0.00	0.00	0.00	100%	2020	0	0	0.006909
spneumoniae.S_pseudosimplitigs.k_6.d_4.M_ones	spneumoniae	pseudosimplitigs	6	4	ones	0.06	0.01	0.05	98%	14068	0	0	0.069158
spneumoniae.S_pseudosimplitigs.k_6.d_4.M_runs	spneumoniae	pseudosimplitigs	6	4	runs	0.09	0.01	0.08	96%	16668	0	0	0.103862
spneumoniae.S_pseudosimplitigs.k_6.d_4.M_zeros	spneumoniae	pseudosimplitigs	6	4	zeros	0.07	0.00	0.07	97%	13932	0	0	0.081332
spneumoniae.S_pseudosimplitigs.k_6.d_5.M_default	spneumoniae	pseudosimplitigs	6	5	default	0.00	0.00	0.00	100%	2020	0	0	0.00635
spneumoniae.S_pseudosimplitigs.k_6.d_5.M_ones	spneumoniae	pseudosimplitigs	6	5	ones	0.05	0.00	0.05	96%	14068	0	0	0.064078
spneumoniae.S_pseudosimplitigs.k_6.d_5.M_runs	spneumoniae	pseudosimplitigs	6	5	runs	0.09	0.01	0.07	95%	16668	0	0	0.099479
spneumoniae.S_pseudosimplitigs.k_6.d_5.M_zeros	spneumoniae	pseudosimplitigs	6	5	zeros	0.06	0.00	0.05	98%	13932	0	0	0.070049
spneumoniae.S_pseudosimplitigsAC.k_6.d_1.M_default	spneumoniae	pseudosimplitigsAC	6	1	default	0.00	0.00	0.00	90%	2024	0	0	0.0058
spneumoniae.S_pseudosimplitigsAC.k_6.d_1.M_ones	spneumoniae	pseudosimplitigsAC	6	1	ones	0.06	0.00	0.05	96%	14072	0	0	0.0693
spneumoniae.S_pseudosimplitigsAC.k_6.d_1.M_runs	spneumoniae	pseudosimplitigsAC	6	1	runs	0.10	0.01	0.07	96%	16676	0	0	0.104827
spneumoniae.S_pseudosimplitigsAC.k_6.d_1.M_zeros	spneumoniae	pseudosimplitigsAC	6	1	zeros	0.07	0.01	0.05	95%	13940	0	0	0.07448
spneumoniae.S_pseudosimplitigsAC.k_6.d_2.M_default	spneumoniae	pseudosimplitigsAC	6	2	default	0.00	0.00	0.00	100%	2020	0	0	0.008007
spneumoniae.S_pseudosimplitigsAC.k_6.d_2.M_ones	spneumoniae	pseudosimplitigsAC	6	2	ones	0.05	0.00	0.04	98%	14060	0	0	0.054743
spneumoniae.S_pseudosimplitigsAC.k_6.d_2.M_runs	spneumoniae	pseudosimplitigsAC	6	2	runs	0.08	0.00	0.07	97%	16664	0	0	0.088457
spneumoniae.S_pseudosimplitigsAC.k_6.d_2.M_zeros	spneumoniae	pseudosimplitigsAC	6	2	zeros	0.06	0.00	0.05	95%	13924	0	0	0.065536
spneumoniae.S_pseudosimplitigsAC.k_6.d_3.M_default	spneumoniae	pseudosimplitigsAC	6	3	default	0.00	0.00	0.00	100%	2024	0	0	0.007124
spneumoniae.S_pseudosimplitigsAC.k_6.d_3.M_ones	spneumoniae	pseudosimplitigsAC	6	3	ones	0.06	0.00	0.05	97%	14072	0	0	0.071506
spneumoniae.S_pseudosimplitigsAC.k_6.d_3.M_runs	spneumoniae	pseudosimplitigsAC	6	3	runs	0.09	0.01	0.08	96%	16676	0	0	0.100461
spneumoniae.S_pseudosimplitigsAC.k_6.d_3.M_zeros	spneumoniae	pseudosimplitigsAC	6	3	zeros	0.07	0.01	0.06	97%	13936	0	0	0.081582
spneumoniae.S_pseudosimplitigsAC.k_6.d_4.M_default	spneumoniae	pseudosimplitigsAC	6	4	default	0.00	0.00	0.00	100%	2024	0	0	0.007915
spneumoniae.S_pseudosimplitigsAC.k_6.d_4.M_ones	spneumoniae	pseudosimplitigsAC	6	4	ones	0.06	0.01	0.05	97%	14068	0	0	0.072899
spneumoniae.S_pseudosimplitigsAC.k_6.d_4.M_runs	spneumoniae	pseudosimplitigsAC	6	4	runs	0.10	0.01	0.08	97%	16676	0	0	0.109853
