pref	genome	S_alg	k	d	real(s)	sys(s)	user(s)	percent_CPU	max_RAM(kb)	FS_inputs	FS_outputs	elapsed_time_alt(s)
sars-cov-2-pangenome.S_pseudosimplitigs.k_14.d_3	sars-cov-2-pangenome	pseudosimplitigs	14	3	127.93	0.99	64.86	51%	829700	0	0	127.939537
sars-cov-2-pangenome.S_pseudosimplitigs.k_14.d_4	sars-cov-2-pangenome	pseudosimplitigs	14	4	124.77	0.67	61.68	49%	829700	0	0	124.791545
sars-cov-2-pangenome.S_pseudosimplitigs.k_14.d_5	sars-cov-2-pangenome	pseudosimplitigs	14	5	204.23	0.76	83.52	41%	829700	0	0	204.262145
sars-cov-2-pangenome.S_pseudosimplitigsAC.k_14.d_1	sars-cov-2-pangenome	pseudosimplitigsAC	14	1	443.23	14.74	292.08	69%	12363456	0	0	443.272532
sars-cov-2-pangenome.S_pseudosimplitigsAC.k_14.d_2	sars-cov-2-pangenome	pseudosimplitigsAC	14	2	456.08	14.51	291.79	67%	12359028	0	0	456.106044
sars-cov-2-pangenome.S_pseudosimplitigsAC.k_14.d_3	sars-cov-2-pangenome	pseudosimplitigsAC	14	3	462.18	14.96	310.38	70%	12357464	0	0	462.191451
sars-cov-2-pangenome.S_pseudosimplitigsAC.k_14.d_4	sars-cov-2-pangenome	pseudosimplitigsAC	14	4	712.47	15.06	341.03	49%	12356736	0	0	712.493821
sars-cov-2-pangenome.S_pseudosimplitigsAC.k_14.d_5	sars-cov-2-pangenome	pseudosimplitigsAC	14	5	706.97	9.36	303.38	44%	12356540	0	0	706.989946
sars-cov-2-pangenome.S_streaming.k_14.d_na	sars-cov-2-pangenome	streaming	14	na	66.11	0.60	27.52	42%	184132	0	0	66.161989
sars-cov-2-pangenome.S_greedy.k_15.d_na	sars-cov-2-pangenome	greedy	15	na	112.53	0.99	55.70	50%	1484844	0	0	112.548274
sars-cov-2-pangenome.S_greedyAC.k_15.d_na	sars-cov-2-pangenome	greedyAC	15	na	421.48	11.56	253.99	63%	9054392	0	0	421.499399
sars-cov-2-pangenome.S_pseudosimplitigs.k_15.d_1	sars-cov-2-pangenome	pseudosimplitigs	15	1	86.06	0.77	51.04	60%	910428	0	0	86.102677
sars-cov-2-pangenome.S_pseudosimplitigs.k_15.d_2	sars-cov-2-pangenome	pseudosimplitigs	15	2	134.14	0.73	56.41	42%	910428	0	0	134.20051
sars-cov-2-pangenome.S_pseudosimplitigs.k_15.d_3	sars-cov-2-pangenome	pseudosimplitigs	15	3	103.97	0.73	55.64	54%	910428	0	0	103.974312
sars-cov-2-pangenome.S_pseudosimplitigs.k_15.d_4	sars-cov-2-pangenome	pseudosimplitigs	15	4	140.77	0.74	69.22	49%	910428	0	0	140.822527
sars-cov-2-pangenome.S_pseudosimplitigs.k_15.d_5	sars-cov-2-pangenome	pseudosimplitigs	15	5	144.88	0.62	82.33	57%	910428	0	0	144.916079
sars-cov-2-pangenome.S_pseudosimplitigsAC.k_15.d_1	sars-cov-2-pangenome	pseudosimplitigsAC	15	1	804.09	15.80	380.54	49%	14983412	0	0	804.127342
sars-cov-2-pangenome.S_pseudosimplitigsAC.k_15.d_2	sars-cov-2-pangenome	pseudosimplitigsAC	15	2	518.16	21.33	366.80	74%	14982648	0	0	518.173904
sars-cov-2-pangenome.S_pseudosimplitigsAC.k_15.d_3	sars-cov-2-pangenome	pseudosimplitigsAC	15	3	726.63	17.41	373.16	53%	14977132	0	0	726.653681
sars-cov-2-pangenome.S_pseudosimplitigsAC.k_15.d_4	sars-cov-2-pangenome	pseudosimplitigsAC	15	4	562.61	18.90	366.21	68%	14979940	0	0	562.637707
sars-cov-2-pangenome.S_pseudosimplitigsAC.k_15.d_5	sars-cov-2-pangenome	pseudosimplitigsAC	15	5	683.89	15.75	357.33	54%	14979816	0	0	683.924479
sars-cov-2-pangenome.S_streaming.k_15.d_na	sars-cov-2-pangenome	streaming	15	na	60.80	0.47	24.82	41%	200048	0	0	60.826539
sars-cov-2-pangenome.S_greedy.k_16.d_na	sars-cov-2-pangenome	greedy	16	na	164.47	1.42	74.57	46%	1585100	0	0	164.500727
sars-cov-2-pangenome.S_greedyAC.k_16.d_na	sars-cov-2-pangenome	greedyAC	16	na	499.42	12.39	292.97	61%	11331868	0	0	499.470006
sars-cov-2-pangenome.S_pseudosimplitigs.k_16.d_1	sars-cov-2-pangenome	pseudosimplitigs	16	1	199.60	1.26	78.63	40%	1335404	0	0	199.636355
sars-cov-2-pangenome.S_pseudosimplitigs.k_16.d_2	sars-cov-2-pangenome	pseudosimplitigs	16	2	212.00	1.58	89.75	43%	1335404	0	0	212.021011
sars-cov-2-pangenome.S_pseudosimplitigs.k_16.d_3	sars-cov-2-pangenome	pseudosimplitigs	16	3	167.47	1.22	80.51	48%	1335404	0	0	167.508983
sars-cov-2-pangenome.S_pseudosimplitigs.k_16.d_4	sars-cov-2-pangenome	pseudosimplitigs	16	4	183.51	1.31	93.24	51%	1335404	0	0	183.553029
sars-cov-2-pangenome.S_pseudosimplitigs.k_16.d_5	sars-cov-2-pangenome	pseudosimplitigs	16	5	191.80	0.98	108.59	57%	1335404	0	0	191.874634
sars-cov-2-pangenome.S_pseudosimplitigsAC.k_16.d_1	sars-cov-2-pangenome	pseudosimplitigsAC	16	1	758.43	25.45	428.35	59%	18159752	0	0	758.470738
sars-cov-2-pangenome.S_pseudosimplitigsAC.k_16.d_2	sars-cov-2-pangenome	pseudosimplitigsAC	16	2	718.93	24.40	429.82	63%	18158572	0	0	718.966168
sars-cov-2-pangenome.S_pseudosimplitigsAC.k_16.d_3	sars-cov-2-pangenome	pseudosimplitigsAC	16	3	629.82	23.86	413.00	69%	18154904	0	0	629.84467
sars-cov-2-pangenome.S_pseudosimplitigsAC.k_16.d_4	sars-cov-2-pangenome	pseudosimplitigsAC	16	4	719.88	22.75	432.39	63%	18158788	0	0	719.914115
sars-cov-2-pangenome.S_pseudosimplitigsAC.k_16.d_5	sars-cov-2-pangenome	pseudosimplitigsAC	16	5	976.74	23.40	463.36	49%	18156764	0	0	976.78504
sars-cov-2-pangenome.S_streaming.k_16.d_na	sars-cov-2-pangenome	streaming	16	na	60.40	0.45	27.42	46%	213776	0	0	60.432368
sars-cov-2-pangenome.S_greedy.k_17.d_na	sars-cov-2-pangenome	greedy	17	na	173.45	1.23	75.78	44%	1673152	0	0	173.482606
sars-cov-2-pangenome.S_greedyAC.k_17.d_na	sars-cov-2-pangenome	greedyAC	17	na	556.49	18.81	338.90	64%	13180980	0	0	556.528632
sars-cov-2-pangenome.S_pseudosimplitigs.k_17.d_1	sars-cov-2-pangenome	pseudosimplitigs	17	1	167.71	1.12	78.88	47%	1424972	0	0	167.753817
sars-cov-2-pangenome.S_pseudosimplitigs.k_17.d_2	sars-cov-2-pangenome	pseudosimplitigs	17	2	193.15	1.98	92.89	49%	1424972	0	0	193.182667
sars-cov-2-pangenome.S_pseudosimplitigs.k_17.d_3	sars-cov-2-pangenome	pseudosimplitigs	17	3	208.50	1.52	96.36	46%	1424972	0	0	208.54116
sars-cov-2-pangenome.S_pseudosimplitigs.k_17.d_4	sars-cov-2-pangenome	pseudosimplitigs	17	4	202.95	2.36	113.53	57%	1424972	0	0	202.98013
sars-cov-2-pangenome.S_pseudosimplitigs.k_17.d_5	sars-cov-2-pangenome	pseudosimplitigs	17	5	202.49	1.17	115.60	57%	1424972	0	0	202.524504
sars-cov-2-pangenome.S_pseudosimplitigsAC.k_17.d_1	sars-cov-2-pangenome	pseudosimplitigsAC	17	1	756.60	26.90	480.46	67%	20899120	0	0	756.611082
sars-cov-2-pangenome.S_pseudosimplitigsAC.k_17.d_2	sars-cov-2-pangenome	pseudosimplitigsAC	17	2	745.05	28.66	485.12	68%	20891756	0	0	745.065747
sars-cov-2-pangenome.S_pseudosimplitigsAC.k_17.d_3	sars-cov-2-pangenome	pseudosimplitigsAC	17	3	894.97	18.09	425.98	49%	20891140	0	0	894.97916
sars-cov-2-pangenome.S_pseudosimplitigsAC.k_17.d_4	sars-cov-2-pangenome	pseudosimplitigsAC	17	4	830.78	24.38	486.96	61%	20892940	0	0	830.814594
sars-cov-2-pangenome.S_pseudosimplitigsAC.k_17.d_5	sars-cov-2-pangenome	pseudosimplitigsAC	17	5	804.28	26.60	489.78	64%	20894928	0	0	804.317203
sars-cov-2-pangenome.S_streaming.k_17.d_na	sars-cov-2-pangenome	streaming	17	na	63.29	0.48	28.58	45%	226624	0	0	63.321155
sars-cov-2-pangenome.S_greedy.k_18.d_na	sars-cov-2-pangenome	greedy	18	na	189.52	1.87	86.66	46%	1756952	0	0	189.568351
sars-cov-2-pangenome.S_greedyAC.k_18.d_na	sars-cov-2-pangenome	greedyAC	18	na	608.81	19.23	371.63	64%	15773784	0	0	608.840799
sars-cov-2-pangenome.S_pseudosimplitigs.k_18.d_1	sars-cov-2-pangenome	pseudosimplitigs	18	1	184.22	1.35	84.18	46%	1561444	0	0	184.259705
sars-cov-2-pangenome.S_pseudosimplitigs.k_18.d_2	sars-cov-2-pangenome	pseudosimplitigs	18	2	178.88	1.36	88.89	50%	1561444	0	0	178.905248
sars-cov-2-pangenome.S_pseudosimplitigs.k_18.d_3	sars-cov-2-pangenome	pseudosimplitigs	18	3	233.56	1.29	95.31	41%	1561444	0	0	233.592688
sars-cov-2-pangenome.S_pseudosimplitigs.k_18.d_4	sars-cov-2-pangenome	pseudosimplitigs	18	4	155.09	1.17	88.54	57%	1561444	0	0	155.11711
sars-cov-2-pangenome.S_pseudosimplitigs.k_18.d_5	sars-cov-2-pangenome	pseudosimplitigs	18	5	365.12	1.33	149.79	41%	1561444	0	0	365.149448
sars-cov-2-pangenome.S_pseudosimplitigsAC.k_18.d_1	sars-cov-2-pangenome	pseudosimplitigsAC	18	1	860.65	34.19	546.33	67%	24152896	0	0	860.658626
sars-cov-2-pangenome.S_pseudosimplitigsAC.k_18.d_2	sars-cov-2-pangenome	pseudosimplitigsAC	18	2	930.73	31.74	552.81	62%	24139580	0	0	930.762003
sars-cov-2-pangenome.S_pseudosimplitigsAC.k_18.d_3	sars-cov-2-pangenome	pseudosimplitigsAC	18	3	839.93	28.85	545.84	68%	24138768	0	0	839.945539
sars-cov-2-pangenome.S_pseudosimplitigsAC.k_18.d_4	sars-cov-2-pangenome	pseudosimplitigsAC	18	4	1257.30	32.82	585.02	49%	24142528	0	0	1257.333097
sars-cov-2-pangenome.S_pseudosimplitigsAC.k_18.d_5	sars-cov-2-pangenome	pseudosimplitigsAC	18	5	1161.39	82.79	620.10	60%	24143160	16	0	1161.406392
sars-cov-2-pangenome.S_streaming.k_18.d_na	sars-cov-2-pangenome	streaming	18	na	71.44	0.59	28.52	40%	330748	0	0	71.487505
sars-cov-2-pangenome.S_greedy.k_19.d_na	sars-cov-2-pangenome	greedy	19	na	219.23	1.85	92.82	43%	1841392	0	0	219.263851
sars-cov-2-pangenome.S_greedyAC.k_19.d_na	sars-cov-2-pangenome	greedyAC	19	na	807.22	25.12	434.16	56%	17136852	0	0	807.231393
sars-cov-2-pangenome.S_pseudosimplitigs.k_19.d_1	sars-cov-2-pangenome	pseudosimplitigs	19	1	198.89	1.36	90.82	46%	1648008	0	0	198.920082
sars-cov-2-pangenome.S_pseudosimplitigs.k_19.d_2	sars-cov-2-pangenome	pseudosimplitigs	19	2	174.17	1.65	98.01	57%	1648008	0	0	174.198683
sars-cov-2-pangenome.S_pseudosimplitigs.k_19.d_3	sars-cov-2-pangenome	pseudosimplitigs	19	3	205.86	1.33	95.56	47%	1648008	0	0	205.874431
sars-cov-2-pangenome.S_pseudosimplitigs.k_19.d_4	sars-cov-2-pangenome	pseudosimplitigs	19	4	251.55	1.95	123.21	49%	1648008	0	0	251.566726
sars-cov-2-pangenome.S_pseudosimplitigs.k_19.d_5	sars-cov-2-pangenome	pseudosimplitigs	19	5	315.03	1.32	135.96	43%	1648008	0	0	315.055587
sars-cov-2-pangenome.S_pseudosimplitigsAC.k_19.d_1	sars-cov-2-pangenome	pseudosimplitigsAC	19	1	1263.30	31.80	621.63	51%	27187632	0	0	1263.328307
sars-cov-2-pangenome.S_pseudosimplitigsAC.k_19.d_2	sars-cov-2-pangenome	pseudosimplitigsAC	19	2	927.96	35.78	593.56	67%	27186360	0	0	927.98015
sars-cov-2-pangenome.S_pseudosimplitigsAC.k_19.d_3	sars-cov-2-pangenome	pseudosimplitigsAC	19	3	1121.02	31.24	614.55	57%	27183584	0	0	1121.044557
sars-cov-2-pangenome.S_pseudosimplitigsAC.k_19.d_4	sars-cov-2-pangenome	pseudosimplitigsAC	19	4	1330.49	32.89	618.76	48%	27187352	0	0	1330.518976
sars-cov-2-pangenome.S_pseudosimplitigsAC.k_19.d_5	sars-cov-2-pangenome	pseudosimplitigsAC	19	5	1399.94	34.20	654.03	49%	27187204	0	0	1399.982947
sars-cov-2-pangenome.S_streaming.k_19.d_na	sars-cov-2-pangenome	streaming	19	na	74.51	0.58	30.03	41%	330748	0	0	74.530025
sars-cov-2-pangenome.S_greedy.k_20.d_na	sars-cov-2-pangenome	greedy	20	na	147.07	1.66	79.18	54%	2020780	0	0	147.089273
sars-cov-2-pangenome.S_greedyAC.k_20.d_na	sars-cov-2-pangenome	greedyAC	20	na	747.52	25.37	445.25	62%	19279520	0	0	747.555855
sars-cov-2-pangenome.S_pseudosimplitigs.k_20.d_1	sars-cov-2-pangenome	pseudosimplitigs	20	1	260.26	1.41	102.90	40%	1734060	0	0	260.283817
sars-cov-2-pangenome.S_pseudosimplitigs.k_20.d_2	sars-cov-2-pangenome	pseudosimplitigs	20	2	249.13	1.52	105.32	42%	1734060	0	0	249.15916
sars-cov-2-pangenome.S_pseudosimplitigs.k_20.d_3	sars-cov-2-pangenome	pseudosimplitigs	20	3	273.41	1.60	113.12	41%	1734060	0	0	273.431211
sars-cov-2-pangenome.S_pseudosimplitigs.k_20.d_4	sars-cov-2-pangenome	pseudosimplitigs	20	4	244.18	1.28	105.11	43%	1734060	0	0	244.218765
sars-cov-2-pangenome.S_pseudosimplitigs.k_20.d_5	sars-cov-2-pangenome	pseudosimplitigs	20	5	373.32	1.39	157.55	42%	1734060	0	0	373.34874
sars-cov-2-pangenome.S_pseudosimplitigsAC.k_20.d_1	sars-cov-2-pangenome	pseudosimplitigsAC	20	1	1069.90	34.50	638.06	62%	30392416	0	0	1069.906792
sars-cov-2-pangenome.S_pseudosimplitigsAC.k_20.d_2	sars-cov-2-pangenome	pseudosimplitigsAC	20	2	1121.64	35.19	654.02	61%	30388996	0	0	1121.651759
sars-cov-2-pangenome.S_pseudosimplitigsAC.k_20.d_3	sars-cov-2-pangenome	pseudosimplitigsAC	20	3	1249.25	44.64	682.90	58%	30388252	0	0	1249.3042
sars-cov-2-pangenome.S_pseudosimplitigsAC.k_20.d_4	sars-cov-2-pangenome	pseudosimplitigsAC	20	4	1373.16	48.57	701.16	54%	30387900	0	0	1373.205062
sars-cov-2-pangenome.S_pseudosimplitigsAC.k_20.d_5	sars-cov-2-pangenome	pseudosimplitigsAC	20	5	1041.29	40.59	665.70	67%	30387716	0	0	1041.323544
sars-cov-2-pangenome.S_streaming.k_20.d_na	sars-cov-2-pangenome	streaming	20	na	72.82	0.83	30.64	43%	330748	0	0	72.852576
sars-cov-2-pangenome.S_greedy.k_21.d_na	sars-cov-2-pangenome	greedy	21	na	237.56	1.84	97.21	41%	2104992	0	0	237.589966
sars-cov-2-pangenome.S_greedyAC.k_21.d_na	sars-cov-2-pangenome	greedyAC	21	na	805.27	28.50	493.77	64%	21566712	0	0	805.319112
sars-cov-2-pangenome.S_pseudosimplitigs.k_21.d_1	sars-cov-2-pangenome	pseudosimplitigs	21	1	241.07	2.53	109.80	46%	1718372	0	0	241.095725
sars-cov-2-pangenome.S_pseudosimplitigs.k_21.d_2	sars-cov-2-pangenome	pseudosimplitigs	21	2	221.24	2.96	115.70	53%	1716160	0	0	221.277087
sars-cov-2-pangenome.S_pseudosimplitigs.k_21.d_3	sars-cov-2-pangenome	pseudosimplitigs	21	3	159.88	1.40	89.24	56%	1703840	0	0	159.904628
sars-cov-2-pangenome.S_pseudosimplitigs.k_21.d_4	sars-cov-2-pangenome	pseudosimplitigs	21	4	297.15	1.69	120.93	41%	1690308	0	0	297.180825
sars-cov-2-pangenome.S_pseudosimplitigs.k_21.d_5	sars-cov-2-pangenome	pseudosimplitigs	21	5	321.70	1.41	138.89	43%	1702488	0	0	321.725941
sars-cov-2-pangenome.S_pseudosimplitigsAC.k_21.d_1	sars-cov-2-pangenome	pseudosimplitigsAC	21	1	1571.10	74.52	805.94	56%	33787064	0	0	1571.128836
sars-cov-2-pangenome.S_pseudosimplitigsAC.k_21.d_2	sars-cov-2-pangenome	pseudosimplitigsAC	21	2	1456.67	51.59	780.16	57%	33785652	0	0	1456.701784
sars-cov-2-pangenome.S_pseudosimplitigsAC.k_21.d_3	sars-cov-2-pangenome	pseudosimplitigsAC	21	3	1418.77	53.11	756.33	57%	33785420	0	0	1418.804544
sars-cov-2-pangenome.S_pseudosimplitigsAC.k_21.d_4	sars-cov-2-pangenome	pseudosimplitigsAC	21	4	1320.90	44.22	746.39	59%	33784496	0	0	1320.931484
sars-cov-2-pangenome.S_pseudosimplitigsAC.k_21.d_5	sars-cov-2-pangenome	pseudosimplitigsAC	21	5	1101.71	41.59	702.89	67%	33784296	0	0	1101.727358
sars-cov-2-pangenome.S_streaming.k_21.d_na	sars-cov-2-pangenome	streaming	21	na	73.79	0.77	30.04	41%	330748	0	0	73.823065
spneumoniae.S_greedy.k_2.d_na	spneumoniae	greedy	2	na	0.08	0.00	0.04	65%	8472	0	0	0.088279
spneumoniae.S_greedyAC.k_2.d_na	spneumoniae	greedyAC	2	na	0.09	0.00	0.07	72%	8464	0	0	0.103174
spneumoniae.S_pseudosimplitigs.k_2.d_1	spneumoniae	pseudosimplitigs	2	1	0.09	0.00	0.06	70%	8464	0	0	0.10093
spneumoniae.S_pseudosimplitigs.k_2.d_2	spneumoniae	pseudosimplitigs	2	2	0.10	0.00	0.06	71%	8476	0	0	0.108585
spneumoniae.S_pseudosimplitigs.k_2.d_3	spneumoniae	pseudosimplitigs	2	3	0.13	0.00	0.09	80%	8464	0	0	0.135803
spneumoniae.S_pseudosimplitigs.k_2.d_4	spneumoniae	pseudosimplitigs	2	4	0.13	0.00	0.09	77%	8464	0	0	0.141158
spneumoniae.S_pseudosimplitigs.k_2.d_5	spneumoniae	pseudosimplitigs	2	5	0.10	0.00	0.07	71%	8464	0	0	0.110253
spneumoniae.S_pseudosimplitigsAC.k_2.d_1	spneumoniae	pseudosimplitigsAC	2	1	0.11	0.00	0.07	73%	8424	0	0	0.114587
spneumoniae.S_pseudosimplitigsAC.k_2.d_2	spneumoniae	pseudosimplitigsAC	2	2	0.13	0.00	0.09	76%	8424	0	0	0.134752
spneumoniae.S_pseudosimplitigsAC.k_2.d_3	spneumoniae	pseudosimplitigsAC	2	3	0.11	0.00	0.08	74%	8464	0	0	0.117884
spneumoniae.S_pseudosimplitigsAC.k_2.d_4	spneumoniae	pseudosimplitigsAC	2	4	0.10	0.00	0.06	68%	8464	0	0	0.110008
spneumoniae.S_pseudosimplitigsAC.k_2.d_5	spneumoniae	pseudosimplitigsAC	2	5	0.14	0.00	0.09	74%	8436	0	0	0.145856
spneumoniae.S_streaming.k_2.d_na	spneumoniae	streaming	2	na	0.15	0.00	0.12	80%	8132	0	0	0.163601
spneumoniae.S_greedy.k_3.d_na	spneumoniae	greedy	3	na	0.09	0.00	0.05	68%	8424	0	0	0.099398
spneumoniae.S_greedyAC.k_3.d_na	spneumoniae	greedyAC	3	na	0.09	0.00	0.07	72%	8428	0	0	0.09911
spneumoniae.S_pseudosimplitigs.k_3.d_1	spneumoniae	pseudosimplitigs	3	1	0.13	0.00	0.10	74%	8464	0	0	0.14184
spneumoniae.S_pseudosimplitigs.k_3.d_2	spneumoniae	pseudosimplitigs	3	2	0.09	0.00	0.06	73%	8464	0	0	0.103075
spneumoniae.S_pseudosimplitigs.k_3.d_3	spneumoniae	pseudosimplitigs	3	3	0.14	0.00	0.10	76%	8424	0	0	0.146193
spneumoniae.S_pseudosimplitigs.k_3.d_4	spneumoniae	pseudosimplitigs	3	4	0.12	0.00	0.09	80%	8476	0	0	0.131075
spneumoniae.S_pseudosimplitigs.k_3.d_5	spneumoniae	pseudosimplitigs	3	5	0.09	0.00	0.06	70%	8464	0	0	0.102412
spneumoniae.S_pseudosimplitigsAC.k_3.d_1	spneumoniae	pseudosimplitigsAC	3	1	0.09	0.00	0.06	72%	8464	0	0	0.102065
spneumoniae.S_pseudosimplitigsAC.k_3.d_2	spneumoniae	pseudosimplitigsAC	3	2	0.13	0.00	0.10	78%	8476	0	0	0.138973
spneumoniae.S_pseudosimplitigsAC.k_3.d_3	spneumoniae	pseudosimplitigsAC	3	3	0.13	0.00	0.09	76%	8424	0	0	0.136746
spneumoniae.S_pseudosimplitigsAC.k_3.d_4	spneumoniae	pseudosimplitigsAC	3	4	0.09	0.00	0.07	74%	8464	0	0	0.103363
spneumoniae.S_pseudosimplitigsAC.k_3.d_5	spneumoniae	pseudosimplitigsAC	3	5	0.09	0.01	0.05	70%	8464	0	0	0.100598
spneumoniae.S_streaming.k_3.d_na	spneumoniae	streaming	3	na	0.16	0.00	0.12	81%	8124	0	0	0.16527
spneumoniae.S_greedy.k_4.d_na	spneumoniae	greedy	4	na	0.08	0.00	0.06	67%	7360	0	0	0.09284
spneumoniae.S_greedyAC.k_4.d_na	spneumoniae	greedyAC	4	na	0.11	0.00	0.09	76%	8464	0	0	0.123584
spneumoniae.S_pseudosimplitigs.k_4.d_1	spneumoniae	pseudosimplitigs	4	1	0.16	0.01	0.11	80%	8424	0	0	0.163053
spneumoniae.S_pseudosimplitigs.k_4.d_2	spneumoniae	pseudosimplitigs	4	2	0.15	0.01	0.11	83%	8464	0	0	0.159773
spneumoniae.S_pseudosimplitigs.k_4.d_3	spneumoniae	pseudosimplitigs	4	3	0.15	0.00	0.12	81%	8464	0	0	0.163051
spneumoniae.S_pseudosimplitigs.k_4.d_4	spneumoniae	pseudosimplitigs	4	4	0.15	0.00	0.11	78%	8464	0	0	0.161143
spneumoniae.S_pseudosimplitigs.k_4.d_5	spneumoniae	pseudosimplitigs	4	5	0.15	0.00	0.12	80%	8464	0	0	0.161508
spneumoniae.S_pseudosimplitigsAC.k_4.d_1	spneumoniae	pseudosimplitigsAC	4	1	0.14	0.00	0.11	76%	8464	0	0	0.148298
spneumoniae.S_pseudosimplitigsAC.k_4.d_2	spneumoniae	pseudosimplitigsAC	4	2	0.12	0.00	0.09	76%	8464	0	0	0.128434
spneumoniae.S_pseudosimplitigsAC.k_4.d_3	spneumoniae	pseudosimplitigsAC	4	3	0.12	0.00	0.08	75%	8424	0	0	0.132232
spneumoniae.S_pseudosimplitigsAC.k_4.d_4	spneumoniae	pseudosimplitigsAC	4	4	0.15	0.01	0.11	81%	8464	0	0	0.162993
spneumoniae.S_pseudosimplitigsAC.k_4.d_5	spneumoniae	pseudosimplitigsAC	4	5	0.16	0.01	0.11	79%	8464	0	0	0.169226
spneumoniae.S_streaming.k_4.d_na	spneumoniae	streaming	4	na	0.18	0.00	0.15	86%	8132	0	0	0.190197
spneumoniae.S_greedy.k_5.d_na	spneumoniae	greedy	5	na	0.11	0.00	0.06	69%	8460	0	0	0.11454
spneumoniae.S_greedyAC.k_5.d_na	spneumoniae	greedyAC	5	na	0.16	0.00	0.12	77%	8428	0	0	0.169488
spneumoniae.S_pseudosimplitigs.k_5.d_1	spneumoniae	pseudosimplitigs	5	1	0.16	0.00	0.12	80%	8424	0	0	0.168461
spneumoniae.S_pseudosimplitigs.k_5.d_2	spneumoniae	pseudosimplitigs	5	2	0.16	0.01	0.11	79%	8424	0	0	0.167279
spneumoniae.S_pseudosimplitigs.k_5.d_3	spneumoniae	pseudosimplitigs	5	3	0.12	0.00	0.09	78%	8464	0	0	0.133264
spneumoniae.S_pseudosimplitigs.k_5.d_4	spneumoniae	pseudosimplitigs	5	4	0.16	0.01	0.12	82%	8464	0	0	0.172925
spneumoniae.S_pseudosimplitigs.k_5.d_5	spneumoniae	pseudosimplitigs	5	5	0.16	0.00	0.13	81%	8464	0	0	0.169157
spneumoniae.S_pseudosimplitigsAC.k_5.d_1	spneumoniae	pseudosimplitigsAC	5	1	0.12	0.00	0.09	76%	8464	0	0	0.124665
spneumoniae.S_pseudosimplitigsAC.k_5.d_2	spneumoniae	pseudosimplitigsAC	5	2	0.13	0.00	0.09	74%	8424	0	0	0.136888
spneumoniae.S_pseudosimplitigsAC.k_5.d_3	spneumoniae	pseudosimplitigsAC	5	3	0.14	0.00	0.11	78%	8464	0	0	0.152096
spneumoniae.S_pseudosimplitigsAC.k_5.d_4	spneumoniae	pseudosimplitigsAC	5	4	0.13	0.00	0.09	75%	8464	0	0	0.142359
spneumoniae.S_pseudosimplitigsAC.k_5.d_5	spneumoniae	pseudosimplitigsAC	5	5	0.17	0.00	0.14	79%	8436	0	0	0.181619
spneumoniae.S_streaming.k_5.d_na	spneumoniae	streaming	5	na	0.25	0.00	0.22	89%	8144	0	0	0.260099
spneumoniae.S_greedy.k_6.d_na	spneumoniae	greedy	6	na	0.11	0.00	0.08	74%	8460	0	0	0.118321
spneumoniae.S_greedyAC.k_6.d_na	spneumoniae	greedyAC	6	na	0.16	0.00	0.13	82%	8464	0	0	0.167972
spneumoniae.S_pseudosimplitigs.k_6.d_1	spneumoniae	pseudosimplitigs	6	1	0.13	0.00	0.09	76%	8424	0	0	0.139421
spneumoniae.S_pseudosimplitigs.k_6.d_2	spneumoniae	pseudosimplitigs	6	2	0.19	0.00	0.15	83%	8464	0	0	0.195304
spneumoniae.S_pseudosimplitigs.k_6.d_3	spneumoniae	pseudosimplitigs	6	3	0.18	0.00	0.15	83%	8424	0	0	0.188632
spneumoniae.S_pseudosimplitigs.k_6.d_4	spneumoniae	pseudosimplitigs	6	4	0.17	0.00	0.13	82%	8436	0	0	0.179563
spneumoniae.S_pseudosimplitigs.k_6.d_5	spneumoniae	pseudosimplitigs	6	5	0.18	0.00	0.14	84%	7360	0	0	0.186724
spneumoniae.S_pseudosimplitigsAC.k_6.d_1	spneumoniae	pseudosimplitigsAC	6	1	0.13	0.00	0.09	76%	8464	0	0	0.140102
spneumoniae.S_pseudosimplitigsAC.k_6.d_2	spneumoniae	pseudosimplitigsAC	6	2	0.14	0.00	0.11	81%	8476	0	0	0.15166
spneumoniae.S_pseudosimplitigsAC.k_6.d_3	spneumoniae	pseudosimplitigsAC	6	3	0.14	0.00	0.11	78%	8464	0	0	0.144168
spneumoniae.S_pseudosimplitigsAC.k_6.d_4	spneumoniae	pseudosimplitigsAC	6	4	0.13	0.01	0.09	77%	8424	0	0	0.140158
spneumoniae.S_pseudosimplitigsAC.k_6.d_5	spneumoniae	pseudosimplitigsAC	6	5	0.18	0.00	0.14	84%	8476	0	0	0.188456
spneumoniae.S_streaming.k_6.d_na	spneumoniae	streaming	6	na	0.27	0.00	0.23	88%	8124	0	0	0.275151
spneumoniae.S_greedy.k_7.d_na	spneumoniae	greedy	7	na	0.16	0.00	0.12	80%	8724	0	0	0.164419
spneumoniae.S_greedyAC.k_7.d_na	spneumoniae	greedyAC	7	na	0.18	0.00	0.15	85%	13304	0	0	0.194052
spneumoniae.S_pseudosimplitigs.k_7.d_1	spneumoniae	pseudosimplitigs	7	1	0.19	0.00	0.16	85%	8424	0	0	0.20212
spneumoniae.S_pseudosimplitigs.k_7.d_2	spneumoniae	pseudosimplitigs	7	2	0.17	0.00	0.14	81%	8436	0	0	0.182212
spneumoniae.S_pseudosimplitigs.k_7.d_3	spneumoniae	pseudosimplitigs	7	3	0.21	0.00	0.18	87%	8464	0	0	0.220282
