pref	genome	S_alg	k	d	M_alg	real(s)	sys(s)	user(s)	percent_CPU	max_RAM(kb)	FS_inputs	FS_outputs	elapsed_time_alt(s)
spneumoniae.S_greedy.k_17.d_na.M_default	spneumoniae	greedy	17	na	default	0.01	0.00	0.00	50%	3472	0	0	1.097864
spneumoniae.S_greedy.k_17.d_na.M_ones	spneumoniae	greedy	17	na	ones	9.08	0.17	7.64	85%	445096	0	0	9.118213
spneumoniae.S_greedy.k_17.d_na.M_runs	spneumoniae	greedy	17	na	runs	13.40	0.13	12.01	90%	316232	0	0	13.452363
spneumoniae.S_greedy.k_17.d_na.M_zeros	spneumoniae	greedy	17	na	zeros	8.84	0.13	7.53	86%	317772	0	0	8.865025
spneumoniae.S_pseudosimplitigs.k_17.d_1.M_default	spneumoniae	pseudosimplitigs	17	1	default	0.02	0.00	0.00	28%	3456	0	0	1.114394
spneumoniae.S_pseudosimplitigs.k_17.d_1.M_ones	spneumoniae	pseudosimplitigs	17	1	ones	8.98	0.16	7.59	86%	450140	0	0	9.018601
spneumoniae.S_pseudosimplitigs.k_17.d_1.M_runs	spneumoniae	pseudosimplitigs	17	1	runs	13.64	0.12	12.27	90%	316384	0	0	13.697835
spneumoniae.S_pseudosimplitigs.k_17.d_1.M_zeros	spneumoniae	pseudosimplitigs	17	1	zeros	8.98	0.14	7.60	86%	326220	0	0	9.030503
spneumoniae.S_pseudosimplitigs.k_17.d_2.M_default	spneumoniae	pseudosimplitigs	17	2	default	0.01	0.00	0.00	50%	3520	0	0	1.203427
spneumoniae.S_pseudosimplitigs.k_17.d_2.M_ones	spneumoniae	pseudosimplitigs	17	2	ones	8.92	0.16	7.56	86%	444172	0	0	8.973331
spneumoniae.S_pseudosimplitigs.k_17.d_2.M_runs	spneumoniae	pseudosimplitigs	17	2	runs	13.37	0.12	12.04	91%	316864	0	0	13.430461
spneumoniae.S_pseudosimplitigs.k_17.d_2.M_zeros	spneumoniae	pseudosimplitigs	17	2	zeros	8.90	0.12	7.49	85%	325928	0	0	8.949669
spneumoniae.S_pseudosimplitigs.k_17.d_3.M_default	spneumoniae	pseudosimplitigs	17	3	default	0.02	0.00	0.00	29%	3488	0	0	1.172108
spneumoniae.S_pseudosimplitigs.k_17.d_3.M_ones	spneumoniae	pseudosimplitigs	17	3	ones	8.84	0.16	7.48	86%	442572	0	0	8.897434
spneumoniae.S_pseudosimplitigs.k_17.d_3.M_runs	spneumoniae	pseudosimplitigs	17	3	runs	13.77	0.13	12.40	91%	317016	0	0	13.854739
spneumoniae.S_pseudosimplitigs.k_17.d_3.M_zeros	spneumoniae	pseudosimplitigs	17	3	zeros	9.06	0.12	7.71	86%	323680	0	0	9.088565
spneumoniae.S_pseudosimplitigs.k_17.d_4.M_default	spneumoniae	pseudosimplitigs	17	4	default	0.02	0.00	0.00	25%	3488	0	0	1.24286
spneumoniae.S_pseudosimplitigs.k_17.d_4.M_ones	spneumoniae	pseudosimplitigs	17	4	ones	8.73	0.16	7.51	88%	438284	0	0	8.760693
spneumoniae.S_pseudosimplitigs.k_17.d_4.M_runs	spneumoniae	pseudosimplitigs	17	4	runs	13.27	0.13	11.98	91%	318284	0	0	13.315065
spneumoniae.S_pseudosimplitigs.k_17.d_4.M_zeros	spneumoniae	pseudosimplitigs	17	4	zeros	9.26	0.12	7.84	86%	324944	0	0	9.316793
spneumoniae.S_pseudosimplitigs.k_17.d_5.M_default	spneumoniae	pseudosimplitigs	17	5	default	0.02	0.00	0.00	31%	3456	0	0	1.184348
spneumoniae.S_pseudosimplitigs.k_17.d_5.M_ones	spneumoniae	pseudosimplitigs	17	5	ones	8.95	0.17	7.55	86%	447748	0	0	8.985712
spneumoniae.S_pseudosimplitigs.k_17.d_5.M_runs	spneumoniae	pseudosimplitigs	17	5	runs	13.66	0.13	12.34	91%	316568	0	0	13.695938
spneumoniae.S_pseudosimplitigs.k_17.d_5.M_zeros	spneumoniae	pseudosimplitigs	17	5	zeros	8.83	0.12	7.47	85%	324096	0	0	8.925986
spneumoniae.S_streaming.k_17.d_na.M_default	spneumoniae	streaming	17	na	default	0.03	0.00	0.00	23%	3472	0	0	1.291303
spneumoniae.S_streaming.k_17.d_na.M_ones	spneumoniae	streaming	17	na	ones	9.32	0.17	7.96	87%	447932	0	0	9.34299
spneumoniae.S_streaming.k_17.d_na.M_runs	spneumoniae	streaming	17	na	runs	13.90	0.13	12.59	91%	316624	0	0	13.934364
spneumoniae.S_streaming.k_17.d_na.M_zeros	spneumoniae	streaming	17	na	zeros	9.03	0.13	7.69	86%	327604	0	0	9.081194
spneumoniae.S_greedy.k_18.d_na.M_default	spneumoniae	greedy	18	na	default	0.01	0.00	0.00	61%	3472	0	0	1.47634
spneumoniae.S_greedy.k_18.d_na.M_ones	spneumoniae	greedy	18	na	ones	10.72	0.31	8.71	84%	430012	0	0	10.790975
spneumoniae.S_greedy.k_18.d_na.M_runs	spneumoniae	greedy	18	na	runs	17.48	0.42	14.08	82%	269964	0	0	17.596648
spneumoniae.S_greedy.k_18.d_na.M_zeros	spneumoniae	greedy	18	na	zeros	10.99	0.25	8.58	80%	304052	0	0	11.260144
spneumoniae.S_pseudosimplitigs.k_18.d_1.M_default	spneumoniae	pseudosimplitigs	18	1	default	0.02	0.00	0.00	29%	3488	0	0	1.410605
spneumoniae.S_pseudosimplitigs.k_18.d_1.M_ones	spneumoniae	pseudosimplitigs	18	1	ones	9.45	0.17	8.07	87%	446404	0	0	9.485505
spneumoniae.S_pseudosimplitigs.k_18.d_1.M_runs	spneumoniae	pseudosimplitigs	18	1	runs	13.87	0.13	12.46	90%	319340	0	0	13.895358
spneumoniae.S_pseudosimplitigs.k_18.d_1.M_zeros	spneumoniae	pseudosimplitigs	18	1	zeros	9.26	0.15	7.90	86%	324348	0	0	9.313714
spneumoniae.S_pseudosimplitigs.k_18.d_2.M_default	spneumoniae	pseudosimplitigs	18	2	default	0.02	0.00	0.00	27%	3488	0	0	1.240791
spneumoniae.S_pseudosimplitigs.k_18.d_2.M_ones	spneumoniae	pseudosimplitigs	18	2	ones	9.58	0.19	8.02	85%	449044	0	0	9.663141
spneumoniae.S_pseudosimplitigs.k_18.d_2.M_runs	spneumoniae	pseudosimplitigs	18	2	runs	14.17	0.15	12.58	89%	315268	0	0	14.246367
spneumoniae.S_pseudosimplitigs.k_18.d_2.M_zeros	spneumoniae	pseudosimplitigs	18	2	zeros	9.33	0.15	7.92	86%	321432	0	0	9.380165
spneumoniae.S_pseudosimplitigs.k_18.d_3.M_default	spneumoniae	pseudosimplitigs	18	3	default	0.02	0.00	0.00	33%	3472	0	0	1.297405
spneumoniae.S_pseudosimplitigs.k_18.d_3.M_ones	spneumoniae	pseudosimplitigs	18	3	ones	9.39	0.18	7.82	85%	444560	0	0	9.414631
spneumoniae.S_pseudosimplitigs.k_18.d_3.M_runs	spneumoniae	pseudosimplitigs	18	3	runs	14.20	0.15	12.71	90%	313132	0	0	14.252868
spneumoniae.S_pseudosimplitigs.k_18.d_3.M_zeros	spneumoniae	pseudosimplitigs	18	3	zeros	9.18	0.16	7.71	85%	328296	0	0	9.22924
spneumoniae.S_pseudosimplitigs.k_18.d_4.M_default	spneumoniae	pseudosimplitigs	18	4	default	0.02	0.00	0.00	31%	3440	0	0	1.250603
spneumoniae.S_pseudosimplitigs.k_18.d_4.M_ones	spneumoniae	pseudosimplitigs	18	4	ones	9.31	0.17	7.89	86%	444216	0	0	9.36624
spneumoniae.S_pseudosimplitigs.k_18.d_4.M_runs	spneumoniae	pseudosimplitigs	18	4	runs	13.82	0.12	12.48	91%	318752	0	0	13.877222
spneumoniae.S_pseudosimplitigs.k_18.d_4.M_zeros	spneumoniae	pseudosimplitigs	18	4	zeros	9.15	0.13	7.76	86%	323668	0	0	9.203336
spneumoniae.S_pseudosimplitigs.k_18.d_5.M_default	spneumoniae	pseudosimplitigs	18	5	default	0.01	0.00	0.00	63%	3440	0	0	1.159635
spneumoniae.S_pseudosimplitigs.k_18.d_5.M_ones	spneumoniae	pseudosimplitigs	18	5	ones	9.71	0.18	8.09	85%	448300	0	0	9.763417
spneumoniae.S_pseudosimplitigs.k_18.d_5.M_runs	spneumoniae	pseudosimplitigs	18	5	runs	14.10	0.17	12.53	90%	318496	0	0	14.145174
spneumoniae.S_pseudosimplitigs.k_18.d_5.M_zeros	spneumoniae	pseudosimplitigs	18	5	zeros	9.46	0.15	7.89	85%	326436	0	0	9.511844
spneumoniae.S_streaming.k_18.d_na.M_default	spneumoniae	streaming	18	na	default	0.07	0.00	0.01	20%	3472	0	0	1.81813
spneumoniae.S_streaming.k_18.d_na.M_ones	spneumoniae	streaming	18	na	ones	13.82	0.59	8.98	69%	392496	0	0	13.88282
spneumoniae.S_streaming.k_18.d_na.M_runs	spneumoniae	streaming	18	na	runs	19.66	0.56	14.68	77%	268244	0	0	19.770764
spneumoniae.S_streaming.k_18.d_na.M_zeros	spneumoniae	streaming	18	na	zeros	13.13	0.41	9.08	72%	256552	0	0	13.219628
spneumoniae.S_greedy.k_19.d_na.M_default	spneumoniae	greedy	19	na	default	0.04	0.00	0.00	23%	3520	0	0	1.6649
spneumoniae.S_greedy.k_19.d_na.M_ones	spneumoniae	greedy	19	na	ones	10.91	0.19	8.58	80%	448512	0	0	10.970971
spneumoniae.S_greedy.k_19.d_na.M_runs	spneumoniae	greedy	19	na	runs	16.38	0.19	13.65	84%	317620	0	0	16.425676
spneumoniae.S_greedy.k_19.d_na.M_zeros	spneumoniae	greedy	19	na	zeros	13.42	0.17	8.96	68%	328332	0	0	13.456955
spneumoniae.S_pseudosimplitigs.k_19.d_1.M_default	spneumoniae	pseudosimplitigs	19	1	default	0.02	0.00	0.00	31%	3520	0	0	1.40151
spneumoniae.S_pseudosimplitigs.k_19.d_1.M_ones	spneumoniae	pseudosimplitigs	19	1	ones	9.86	0.16	8.51	87%	443724	0	0	9.913245
spneumoniae.S_pseudosimplitigs.k_19.d_1.M_runs	spneumoniae	pseudosimplitigs	19	1	runs	14.11	0.14	12.71	91%	317076	0	0	14.175169
spneumoniae.S_pseudosimplitigs.k_19.d_1.M_zeros	spneumoniae	pseudosimplitigs	19	1	zeros	9.69	0.15	8.24	86%	326300	0	0	9.737726
spneumoniae.S_pseudosimplitigs.k_19.d_2.M_default	spneumoniae	pseudosimplitigs	19	2	default	0.02	0.00	0.00	29%	3472	0	0	1.148557
spneumoniae.S_pseudosimplitigs.k_19.d_2.M_ones	spneumoniae	pseudosimplitigs	19	2	ones	10.00	0.20	8.05	82%	445208	0	0	10.031845
spneumoniae.S_pseudosimplitigs.k_19.d_2.M_runs	spneumoniae	pseudosimplitigs	19	2	runs	15.45	0.17	13.43	88%	318232	0	0	15.536602
spneumoniae.S_pseudosimplitigs.k_19.d_2.M_zeros	spneumoniae	pseudosimplitigs	19	2	zeros	9.94	0.14	7.99	81%	327768	0	0	9.981057
spneumoniae.S_pseudosimplitigs.k_19.d_3.M_default	spneumoniae	pseudosimplitigs	19	3	default	0.13	0.00	0.00	5%	3488	0	0	1.656811
spneumoniae.S_pseudosimplitigs.k_19.d_3.M_ones	spneumoniae	pseudosimplitigs	19	3	ones	12.03	0.44	9.02	78%	395028	0	0	12.106975
spneumoniae.S_pseudosimplitigs.k_19.d_3.M_runs	spneumoniae	pseudosimplitigs	19	3	runs	17.94	0.38	14.41	82%	274152	0	0	18.021503
spneumoniae.S_pseudosimplitigs.k_19.d_3.M_zeros	spneumoniae	pseudosimplitigs	19	3	zeros	11.28	0.18	8.77	79%	327668	0	0	11.407254
spneumoniae.S_pseudosimplitigs.k_19.d_4.M_default	spneumoniae	pseudosimplitigs	19	4	default	0.01	0.00	0.00	50%	3488	0	0	1.361999
spneumoniae.S_pseudosimplitigs.k_19.d_4.M_ones	spneumoniae	pseudosimplitigs	19	4	ones	9.99	0.19	8.23	84%	449312	0	0	10.025555
spneumoniae.S_pseudosimplitigs.k_19.d_4.M_runs	spneumoniae	pseudosimplitigs	19	4	runs	14.53	0.18	12.86	89%	318756	0	0	14.577273
spneumoniae.S_pseudosimplitigs.k_19.d_4.M_zeros	spneumoniae	pseudosimplitigs	19	4	zeros	9.32	0.14	7.96	86%	326172	0	0	9.375848
spneumoniae.S_pseudosimplitigs.k_19.d_5.M_default	spneumoniae	pseudosimplitigs	19	5	default	0.02	0.00	0.00	30%	3472	0	0	1.184218
spneumoniae.S_pseudosimplitigs.k_19.d_5.M_ones	spneumoniae	pseudosimplitigs	19	5	ones	9.74	0.17	8.21	86%	448196	0	0	9.766049
spneumoniae.S_pseudosimplitigs.k_19.d_5.M_runs	spneumoniae	pseudosimplitigs	19	5	runs	14.27	0.14	12.72	90%	319132	0	0	14.325588
spneumoniae.S_pseudosimplitigs.k_19.d_5.M_zeros	spneumoniae	pseudosimplitigs	19	5	zeros	9.66	0.13	8.27	86%	326336	0	0	9.691863
spneumoniae.S_streaming.k_19.d_na.M_default	spneumoniae	streaming	19	na	default	0.02	0.00	0.00	33%	3488	0	0	1.351281
spneumoniae.S_streaming.k_19.d_na.M_ones	spneumoniae	streaming	19	na	ones	10.00	0.20	8.30	85%	448740	0	0	10.027156
spneumoniae.S_streaming.k_19.d_na.M_runs	spneumoniae	streaming	19	na	runs	14.92	0.17	13.38	90%	317672	0	0	14.941144
spneumoniae.S_streaming.k_19.d_na.M_zeros	spneumoniae	streaming	19	na	zeros	9.88	0.15	8.18	84%	328464	0	0	9.935454
spneumoniae.S_greedy.k_20.d_na.M_default	spneumoniae	greedy	20	na	default	0.02	0.00	0.00	29%	3424	0	0	1.317312
spneumoniae.S_greedy.k_20.d_na.M_ones	spneumoniae	greedy	20	na	ones	10.11	0.18	8.61	87%	448736	0	0	10.142716
spneumoniae.S_greedy.k_20.d_na.M_runs	spneumoniae	greedy	20	na	runs	14.50	0.15	13.05	91%	317428	0	0	14.558495
spneumoniae.S_greedy.k_20.d_na.M_zeros	spneumoniae	greedy	20	na	zeros	9.90	0.15	8.41	86%	328464	0	0	9.931836
spneumoniae.S_pseudosimplitigs.k_20.d_1.M_default	spneumoniae	pseudosimplitigs	20	1	default	0.01	0.00	0.00	63%	3440	0	0	1.261087
spneumoniae.S_pseudosimplitigs.k_20.d_1.M_ones	spneumoniae	pseudosimplitigs	20	1	ones	10.11	0.17	8.67	87%	447396	0	0	10.139407
spneumoniae.S_pseudosimplitigs.k_20.d_1.M_runs	spneumoniae	pseudosimplitigs	20	1	runs	15.07	0.13	13.57	90%	317284	0	0	15.121381
spneumoniae.S_pseudosimplitigs.k_20.d_1.M_zeros	spneumoniae	pseudosimplitigs	20	1	zeros	9.69	0.12	8.32	87%	321864	0	0	9.744924
spneumoniae.S_pseudosimplitigs.k_20.d_2.M_default	spneumoniae	pseudosimplitigs	20	2	default	0.01	0.00	0.00	53%	3440	0	0	1.230785
spneumoniae.S_pseudosimplitigs.k_20.d_2.M_ones	spneumoniae	pseudosimplitigs	20	2	ones	9.98	0.18	8.49	86%	449660	0	0	10.001157
spneumoniae.S_pseudosimplitigs.k_20.d_2.M_runs	spneumoniae	pseudosimplitigs	20	2	runs	14.88	0.17	13.36	90%	317644	0	0	14.939787
spneumoniae.S_pseudosimplitigs.k_20.d_2.M_zeros	spneumoniae	pseudosimplitigs	20	2	zeros	9.92	0.14	8.43	86%	328428	0	0	9.942346
spneumoniae.S_pseudosimplitigs.k_20.d_3.M_default	spneumoniae	pseudosimplitigs	20	3	default	0.02	0.00	0.00	31%	3440	0	0	1.170295
spneumoniae.S_pseudosimplitigs.k_20.d_3.M_ones	spneumoniae	pseudosimplitigs	20	3	ones	10.05	0.17	8.59	87%	449436	0	0	10.084026
spneumoniae.S_pseudosimplitigs.k_20.d_3.M_runs	spneumoniae	pseudosimplitigs	20	3	runs	15.36	0.18	13.78	90%	317140	0	0	15.412187
spneumoniae.S_pseudosimplitigs.k_20.d_3.M_zeros	spneumoniae	pseudosimplitigs	20	3	zeros	9.80	0.14	8.43	87%	328808	0	0	9.82684
spneumoniae.S_pseudosimplitigs.k_20.d_4.M_default	spneumoniae	pseudosimplitigs	20	4	default	0.02	0.00	0.00	33%	3472	0	0	1.491503
spneumoniae.S_pseudosimplitigs.k_20.d_4.M_ones	spneumoniae	pseudosimplitigs	20	4	ones	9.74	0.16	8.37	87%	448752	0	0	9.778982
spneumoniae.S_pseudosimplitigs.k_20.d_4.M_runs	spneumoniae	pseudosimplitigs	20	4	runs	15.23	0.17	13.70	91%	317640	0	0	15.314561
spneumoniae.S_pseudosimplitigs.k_20.d_4.M_zeros	spneumoniae	pseudosimplitigs	20	4	zeros	9.70	0.13	8.36	87%	328548	0	0	9.731655
spneumoniae.S_pseudosimplitigs.k_20.d_5.M_default	spneumoniae	pseudosimplitigs	20	5	default	0.01	0.00	0.00	58%	3520	0	0	1.367684
spneumoniae.S_pseudosimplitigs.k_20.d_5.M_ones	spneumoniae	pseudosimplitigs	20	5	ones	10.09	0.17	8.51	86%	449344	0	0	10.126541
spneumoniae.S_pseudosimplitigs.k_20.d_5.M_runs	spneumoniae	pseudosimplitigs	20	5	runs	15.41	0.14	13.80	90%	319084	0	0	15.509122
spneumoniae.S_pseudosimplitigs.k_20.d_5.M_zeros	spneumoniae	pseudosimplitigs	20	5	zeros	9.63	0.14	8.27	87%	328504	0	0	9.689701
spneumoniae.S_streaming.k_20.d_na.M_default	spneumoniae	streaming	20	na	default	0.02	0.00	0.00	31%	3488	0	0	1.314827
spneumoniae.S_streaming.k_20.d_na.M_ones	spneumoniae	streaming	20	na	ones	9.78	0.18	8.29	86%	444836	0	0	9.863606
spneumoniae.S_streaming.k_20.d_na.M_runs	spneumoniae	streaming	20	na	runs	14.84	0.15	13.17	89%	319628	0	0	14.896718
spneumoniae.S_streaming.k_20.d_na.M_zeros	spneumoniae	streaming	20	na	zeros	10.00	0.15	8.62	87%	324128	0	0	10.023062
spneumoniae-pangenome.S_greedy.k_2.d_na.M_default	spneumoniae-pangenome	greedy	2	na	default	0.02	0.00	0.00	4%	1328	0	0	0.090584
spneumoniae-pangenome.S_greedy.k_2.d_na.M_ones	spneumoniae-pangenome	greedy	2	na	ones	0.48	0.04	0.07	24%	19816	0	0	0.527802
spneumoniae-pangenome.S_greedy.k_2.d_na.M_runs	spneumoniae-pangenome	greedy	2	na	runs	0.60	0.05	0.09	25%	23540	0	0	0.663339
spneumoniae-pangenome.S_greedy.k_2.d_na.M_zeros	spneumoniae-pangenome	greedy	2	na	zeros	0.37	0.04	0.07	31%	19972	0	0	0.422084
spneumoniae-pangenome.S_pseudosimplitigs.k_2.d_1.M_default	spneumoniae-pangenome	pseudosimplitigs	2	1	default	0.01	0.00	0.00	0%	1248	0	0	0.079767
spneumoniae-pangenome.S_pseudosimplitigs.k_2.d_1.M_ones	spneumoniae-pangenome	pseudosimplitigs	2	1	ones	0.19	0.04	0.06	52%	19740	0	0	0.223301
spneumoniae-pangenome.S_pseudosimplitigs.k_2.d_1.M_runs	spneumoniae-pangenome	pseudosimplitigs	2	1	runs	0.35	0.04	0.07	33%	23528	0	0	0.385034
spneumoniae-pangenome.S_pseudosimplitigs.k_2.d_1.M_zeros	spneumoniae-pangenome	pseudosimplitigs	2	1	zeros	0.21	0.03	0.06	46%	19808	0	0	0.232085
spneumoniae-pangenome.S_pseudosimplitigs.k_2.d_2.M_default	spneumoniae-pangenome	pseudosimplitigs	2	2	default	0.00	0.00	0.00	20%	1248	0	0	0.036709
spneumoniae-pangenome.S_pseudosimplitigs.k_2.d_2.M_ones	spneumoniae-pangenome	pseudosimplitigs	2	2	ones	0.20	0.04	0.06	51%	19596	0	0	0.247258
spneumoniae-pangenome.S_pseudosimplitigs.k_2.d_2.M_runs	spneumoniae-pangenome	pseudosimplitigs	2	2	runs	0.27	0.04	0.08	47%	23332	0	0	0.317189
spneumoniae-pangenome.S_pseudosimplitigs.k_2.d_2.M_zeros	spneumoniae-pangenome	pseudosimplitigs	2	2	zeros	0.20	0.03	0.06	48%	18968	0	0	0.252199
spneumoniae-pangenome.S_pseudosimplitigs.k_2.d_3.M_default	spneumoniae-pangenome	pseudosimplitigs	2	3	default	0.01	0.00	0.00	6%	1200	0	0	0.07095
spneumoniae-pangenome.S_pseudosimplitigs.k_2.d_3.M_ones	spneumoniae-pangenome	pseudosimplitigs	2	3	ones	0.17	0.03	0.06	54%	19872	0	0	0.194498
spneumoniae-pangenome.S_pseudosimplitigs.k_2.d_3.M_runs	spneumoniae-pangenome	pseudosimplitigs	2	3	runs	0.18	0.04	0.07	65%	23688	0	0	0.204664
spneumoniae-pangenome.S_pseudosimplitigs.k_2.d_3.M_zeros	spneumoniae-pangenome	pseudosimplitigs	2	3	zeros	0.16	0.03	0.05	55%	19696	0	0	0.184301
spneumoniae-pangenome.S_pseudosimplitigs.k_2.d_4.M_default	spneumoniae-pangenome	pseudosimplitigs	2	4	default	0.03	0.00	0.00	2%	1280	0	0	0.089469
spneumoniae-pangenome.S_pseudosimplitigs.k_2.d_4.M_ones	spneumoniae-pangenome	pseudosimplitigs	2	4	ones	0.54	0.04	0.07	23%	19956	0	0	0.594591
spneumoniae-pangenome.S_pseudosimplitigs.k_2.d_4.M_runs	spneumoniae-pangenome	pseudosimplitigs	2	4	runs	1.16	0.06	0.11	15%	23024	0	0	1.269301
spneumoniae-pangenome.S_pseudosimplitigs.k_2.d_4.M_zeros	spneumoniae-pangenome	pseudosimplitigs	2	4	zeros	0.50	0.05	0.08	26%	20020	0	0	0.609737
spneumoniae-pangenome.S_pseudosimplitigs.k_2.d_5.M_default	spneumoniae-pangenome	pseudosimplitigs	2	5	default	0.02	0.00	0.00	3%	1248	0	0	0.067494
spneumoniae-pangenome.S_pseudosimplitigs.k_2.d_5.M_ones	spneumoniae-pangenome	pseudosimplitigs	2	5	ones	0.19	0.03	0.06	51%	19428	0	0	0.216506
spneumoniae-pangenome.S_pseudosimplitigs.k_2.d_5.M_runs	spneumoniae-pangenome	pseudosimplitigs	2	5	runs	0.18	0.04	0.07	58%	23032	0	0	0.229276
spneumoniae-pangenome.S_pseudosimplitigs.k_2.d_5.M_zeros	spneumoniae-pangenome	pseudosimplitigs	2	5	zeros	0.14	0.03	0.05	62%	19540	0	0	0.164143
spneumoniae-pangenome.S_streaming.k_2.d_na.M_default	spneumoniae-pangenome	streaming	2	na	default	0.00	0.00	0.00	0%	1248	0	0	0.032733
spneumoniae-pangenome.S_streaming.k_2.d_na.M_ones	spneumoniae-pangenome	streaming	2	na	ones	0.18	0.03	0.06	53%	19592	0	0	0.20703
spneumoniae-pangenome.S_streaming.k_2.d_na.M_runs	spneumoniae-pangenome	streaming	2	na	runs	0.26	0.04	0.08	50%	23480	0	0	0.287456
spneumoniae-pangenome.S_streaming.k_2.d_na.M_zeros	spneumoniae-pangenome	streaming	2	na	zeros	0.26	0.04	0.06	40%	19772	0	0	0.320149
spneumoniae-pangenome.S_greedy.k_3.d_na.M_default	spneumoniae-pangenome	greedy	3	na	default	0.00	0.00	0.00	12%	1280	0	0	0.048556
spneumoniae-pangenome.S_greedy.k_3.d_na.M_ones	spneumoniae-pangenome	greedy	3	na	ones	0.22	0.03	0.06	47%	19796	0	0	0.265398
spneumoniae-pangenome.S_greedy.k_3.d_na.M_runs	spneumoniae-pangenome	greedy	3	na	runs	0.24	0.04	0.08	53%	23256	0	0	0.273304
spneumoniae-pangenome.S_greedy.k_3.d_na.M_zeros	spneumoniae-pangenome	greedy	3	na	zeros	0.25	0.03	0.06	39%	19652	0	0	0.315023
spneumoniae-pangenome.S_pseudosimplitigs.k_3.d_1.M_default	spneumoniae-pangenome	pseudosimplitigs	3	1	default	0.06	0.00	0.00	1%	1248	0	0	0.175614
spneumoniae-pangenome.S_pseudosimplitigs.k_3.d_1.M_ones	spneumoniae-pangenome	pseudosimplitigs	3	1	ones	0.45	0.04	0.07	24%	19756	0	0	0.486261
spneumoniae-pangenome.S_pseudosimplitigs.k_3.d_1.M_runs	spneumoniae-pangenome	pseudosimplitigs	3	1	runs	0.58	0.05	0.09	25%	23600	0	0	0.685206
spneumoniae-pangenome.S_pseudosimplitigs.k_3.d_1.M_zeros	spneumoniae-pangenome	pseudosimplitigs	3	1	zeros	0.44	0.04	0.07	26%	19944	0	0	0.495603
spneumoniae-pangenome.S_pseudosimplitigs.k_3.d_2.M_default	spneumoniae-pangenome	pseudosimplitigs	3	2	default	0.03	0.00	0.00	2%	1248	0	0	0.080231
spneumoniae-pangenome.S_pseudosimplitigs.k_3.d_2.M_ones	spneumoniae-pangenome	pseudosimplitigs	3	2	ones	0.18	0.03	0.06	52%	19608	0	0	0.228418
spneumoniae-pangenome.S_pseudosimplitigs.k_3.d_2.M_runs	spneumoniae-pangenome	pseudosimplitigs	3	2	runs	0.28	0.04	0.07	41%	22744	0	0	0.308336
spneumoniae-pangenome.S_pseudosimplitigs.k_3.d_2.M_zeros	spneumoniae-pangenome	pseudosimplitigs	3	2	zeros	0.16	0.03	0.06	56%	19256	0	0	0.190239
spneumoniae-pangenome.S_pseudosimplitigs.k_3.d_3.M_default	spneumoniae-pangenome	pseudosimplitigs	3	3	default	0.00	0.00	0.00	33%	1248	0	0	0.037434
spneumoniae-pangenome.S_pseudosimplitigs.k_3.d_3.M_ones	spneumoniae-pangenome	pseudosimplitigs	3	3	ones	0.20	0.03	0.06	51%	19472	0	0	0.216176
spneumoniae-pangenome.S_pseudosimplitigs.k_3.d_3.M_runs	spneumoniae-pangenome	pseudosimplitigs	3	3	runs	0.23	0.04	0.08	57%	23268	0	0	0.269465
spneumoniae-pangenome.S_pseudosimplitigs.k_3.d_3.M_zeros	spneumoniae-pangenome	pseudosimplitigs	3	3	zeros	0.19	0.04	0.06	56%	19648	0	0	0.225461
spneumoniae-pangenome.S_pseudosimplitigs.k_3.d_4.M_default	spneumoniae-pangenome	pseudosimplitigs	3	4	default	0.00	0.00	0.00	16%	1248	0	0	0.035744
spneumoniae-pangenome.S_pseudosimplitigs.k_3.d_4.M_ones	spneumoniae-pangenome	pseudosimplitigs	3	4	ones	0.18	0.03	0.06	53%	19640	0	0	0.21261
spneumoniae-pangenome.S_pseudosimplitigs.k_3.d_4.M_runs	spneumoniae-pangenome	pseudosimplitigs	3	4	runs	0.24	0.04	0.07	48%	23448	0	0	0.280766
spneumoniae-pangenome.S_pseudosimplitigs.k_3.d_4.M_zeros	spneumoniae-pangenome	pseudosimplitigs	3	4	zeros	0.22	0.03	0.06	45%	20152	0	0	0.24219
spneumoniae-pangenome.S_pseudosimplitigs.k_3.d_5.M_default	spneumoniae-pangenome	pseudosimplitigs	3	5	default	0.01	0.00	0.00	11%	1264	0	0	0.092411
spneumoniae-pangenome.S_pseudosimplitigs.k_3.d_5.M_ones	spneumoniae-pangenome	pseudosimplitigs	3	5	ones	0.57	0.05	0.09	25%	19928	0	0	0.64382
spneumoniae-pangenome.S_pseudosimplitigs.k_3.d_5.M_runs	spneumoniae-pangenome	pseudosimplitigs	3	5	runs	0.72	0.06	0.10	23%	23636	0	0	0.787413
spneumoniae-pangenome.S_pseudosimplitigs.k_3.d_5.M_zeros	spneumoniae-pangenome	pseudosimplitigs	3	5	zeros	0.40	0.07	0.07	36%	19668	0	0	0.448771
spneumoniae-pangenome.S_streaming.k_3.d_na.M_default	spneumoniae-pangenome	streaming	3	na	default	0.00	0.00	0.00	16%	1248	0	0	0.042309
spneumoniae-pangenome.S_streaming.k_3.d_na.M_ones	spneumoniae-pangenome	streaming	3	na	ones	0.27	0.03	0.06	38%	20320	0	0	0.305032
spneumoniae-pangenome.S_streaming.k_3.d_na.M_runs	spneumoniae-pangenome	streaming	3	na	runs	0.37	0.05	0.08	36%	23440	0	0	0.39951
